soc_code,task_id,task_description,occupation_title,task_type
33-9091.00,11120,Report unsafe behavior of children to school officials.,Crossing Guards and Flaggers,Core
33-9093.00,15337,Decide whether baggage that triggers alarms should be searched or should be allowed to pass through.,Transportation Security Screeners,Core
33-9093.00,15356,Provide directions and respond to passenger inquiries.,Transportation Security Screeners,Core
33-9099.02,17561,"Investigate known or suspected internal theft, external theft, or vendor fraud.",Retail Loss Prevention Specialists,Core
33-9099.02,17560,Implement or monitor processes to reduce property or financial losses.,Retail Loss Prevention Specialists,Core
33-9099.02,17578,Identify and report safety concerns to maintain a safe shopping and working environment.,Retail Loss Prevention Specialists,Core
33-9099.02,17568,"Monitor compliance with standard operating procedures for loss prevention, physical security, or risk management.",Retail Loss Prevention Specialists,Core
33-9099.02,17570,Prepare written reports on investigations.,Retail Loss Prevention Specialists,Core
35-1011.00,11138,"Analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",Chefs and Head Cooks,Core
35-1011.00,11136,"Estimate amounts and costs of required supplies, such as food and ingredients.",Chefs and Head Cooks,Core
35-1011.00,11146,Record production or operational data on specified forms.,Chefs and Head Cooks,Core
35-1011.00,11142,"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",Chefs and Head Cooks,Core
35-1012.00,2145,Resolve customer complaints regarding food service.,First-Line Supervisors of Food Preparation and Serving Workers,Core
35-1012.00,2146,"Train workers in food preparation, and in service, sanitation, and safety procedures.",First-Line Supervisors of Food Preparation and Serving Workers,Core
35-1012.00,2154,"Specify food portions and courses, production and time sequences, and workstation and equipment arrangements.",First-Line Supervisors of Food Preparation and Serving Workers,Core
35-2013.00,9502,Shop for or order food and kitchen supplies and equipment.,"Cooks, Private Household",Core
35-2014.00,2186,Plan and price menu items.,"Cooks, Restaurant",Supplemental
35-3011.00,2231,"Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",Bartenders,Core
35-3023.00,23099,"Communicate with customers regarding orders, comments, and complaints.",Fast Food and Counter Workers,Core
35-9031.00,18751,Answer telephone calls and respond to inquiries or transfer calls.,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Core
35-9031.00,2302,"Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Core
35-9031.00,2301,Receive and record patrons' dining reservations.,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Core
35-9031.00,2303,Inform patrons of establishment specialties and features.,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Core
35-9031.00,2311,Plan parties or other special events and services.,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Supplemental
37-1011.00,9527,Establish and implement operational standards and procedures for the departments supervised.,First-Line Supervisors of Housekeeping and Janitorial Workers,Core
37-1011.00,9517,Coordinate activities with other departments to ensure that services are provided in an efficient and timely manner.,First-Line Supervisors of Housekeeping and Janitorial Workers,Core
37-1011.00,9521,"Instruct staff in work policies and procedures, and the use and maintenance of equipment.",First-Line Supervisors of Housekeeping and Janitorial Workers,Core
37-1011.00,9532,"Screen job applicants, and hire new employees.",First-Line Supervisors of Housekeeping and Janitorial Workers,Supplemental
37-1012.00,11204,"Monitor project activities to ensure that instructions are followed, deadlines are met, and schedules are maintained.","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Core
37-1012.00,11223,"Answer inquiries from current or prospective customers regarding methods, materials, or price ranges.","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Core
37-2021.00,7974,Record work activities performed.,Pest Control Workers,Core
39-1013.00,23132,Greet customers and ask about the quality of service they are receiving.,First-Line Supervisors of Gambling Services Workers,Core
39-1013.00,23138,Record the specifics of malfunctioning machines and document malfunctions needing repair.,First-Line Supervisors of Gambling Services Workers,Core
39-1014.00,23157,Analyze and record personnel or operational data and write related activity reports.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
39-1014.00,23158,Apply customer feedback to service improvement efforts.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
39-1014.00,23162,Furnish customers with information on events or activities.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
39-1014.00,23163,Inform workers about interests or special needs of specific groups.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
39-1014.00,23172,Resolve customer complaints regarding worker performance or services rendered.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
39-1022.00,13145,Resolve customer complaints regarding worker performance or services rendered.,First-Line Supervisors of Personal Service Workers,Core
39-1022.00,20763,Apply customer feedback to service improvement efforts.,First-Line Supervisors of Personal Service Workers,Core
39-1022.00,13143,Inform workers about interests or special needs of specific groups.,First-Line Supervisors of Personal Service Workers,Core
39-2021.00,5074,Answer telephones and schedule appointments.,Animal Caretakers,Core
39-3011.00,4456,"Receive, verify, and record patrons' cash wagers.",Gambling Dealers,Core
39-3031.00,20767,Lead tours and answer visitors' questions about the exhibits.,"Ushers, Lobby Attendants, and Ticket Takers",Supplemental
39-3091.00,5116,"Provide information about facilities, entertainment options, and rules and regulations.",Amusement and Recreation Attendants,Core
39-3092.00,9630,"Review scripts or other production information to determine a story's locale or period, as well as the number of characters and required costumes.",Costume Attendants,Core
39-3093.00,4466,"Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.","Locker Room, Coatroom, and Dressing Room Attendants",Core
39-4021.00,20599,"Perform various administrative tasks, such as typing documents or answering telephone calls.",Funeral Attendants,Supplemental
39-5011.00,8058,Suggest treatments to alleviate hair problems.,Barbers,Core
39-5012.00,638,Schedule client appointments.,"Hairdressers, Hairstylists, and Cosmetologists",Core
39-5012.00,640,"Update and maintain customer information records, such as beauty services provided.","Hairdressers, Hairstylists, and Cosmetologists",Core
39-5012.00,652,"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.","Hairdressers, Hairstylists, and Cosmetologists",Supplemental
39-5094.00,8075,"Treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",Skincare Specialists,Core
39-5094.00,8080,Remove body and facial hair by applying wax.,Skincare Specialists,Core
39-5094.00,8079,Provide facial and body massages.,Skincare Specialists,Core
39-6011.00,2315,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",Baggage Porters and Bellhops,Core
39-6012.00,20259,"Make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",Concierges,Core
39-6012.00,4529,"Provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",Concierges,Core
39-6012.00,4530,Make travel arrangements for sightseeing or other tours.,Concierges,Core
39-7011.00,4552,Speak foreign languages to communicate with foreign visitors.,Tour Guides and Escorts,Supplemental
39-7012.00,13155,"Plan tour itineraries, applying knowledge of travel routes and destination sites.",Travel Guides,Core
39-7012.00,13156,"Resolve any problems with itineraries, service, or accommodations.",Travel Guides,Core
39-9011.00,2335,Identify signs of emotional or developmental problems in children and bring them to parents' or guardians' attention.,Childcare Workers,Core
39-9011.00,2347,Help children with homework and school work.,Childcare Workers,Supplemental
39-9031.00,4559,Observe participants and inform them of corrective measures necessary for skill improvement.,Exercise Trainers and Group Fitness Instructors,Core
39-9041.00,6977,Observe students to detect and report unusual behavior.,Residential Advisors,Core
39-9041.00,6980,Develop program plans for individuals or assist in plan development.,Residential Advisors,Core
39-9041.00,6984,Provide requested information on students' progress and the development of case plans.,Residential Advisors,Core
39-9041.00,6986,"Answer telephones, and route calls or deliver messages.",Residential Advisors,Core
41-1011.00,657,Provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.,First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,660,"Direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,671,Examine merchandise to ensure that it is correctly priced and displayed and that it functions as advertised.,First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,658,Monitor sales activities to ensure that customers receive satisfactory service and quality goods.,First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,668,Instruct staff on how to handle difficult and complicated sales.,First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,675,"Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",First-Line Supervisors of Retail Sales Workers,Core
41-1011.00,674,Plan and coordinate advertising campaigns and sales promotions and prepare merchandise displays and advertising copy.,First-Line Supervisors of Retail Sales Workers,Supplemental
41-1012.00,9661,Monitor sales staff performance to ensure that goals are met.,First-Line Supervisors of Non-Retail Sales Workers,Core
41-1012.00,20266,"Direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or performing specific services.",First-Line Supervisors of Non-Retail Sales Workers,Core
41-1012.00,9660,"Listen to and resolve customer complaints regarding services, products, or personnel.",First-Line Supervisors of Non-Retail Sales Workers,Core
41-1012.00,9663,"Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",First-Line Supervisors of Non-Retail Sales Workers,Core
41-1012.00,9669,Formulate pricing policies on merchandise according to profitability requirements.,First-Line Supervisors of Non-Retail Sales Workers,Supplemental
41-1012.00,9670,"Examine merchandise to ensure correct pricing and display, and that it functions as advertised.",First-Line Supervisors of Non-Retail Sales Workers,Supplemental
41-1012.00,9671,Analyze details of sales territories to assess their growth potential and to set quotas.,First-Line Supervisors of Non-Retail Sales Workers,Supplemental
41-2011.00,2400,"Receive payment by cash, check, credit cards, vouchers, or automatic debits.",Cashiers,Core
41-2011.00,2403,Greet customers entering establishments.,Cashiers,Core
41-2011.00,18765,Assist customers by providing information and resolving their complaints.,Cashiers,Core
41-2011.00,2408,"Answer customers' questions, and provide information on procedures or policies.",Cashiers,Core
41-2021.00,689,"Receive orders for services, such as rentals, repairs, dry cleaning, and storage.",Counter and Rental Clerks,Core
41-2021.00,687,"Explain rental fees, policies, and procedures.",Counter and Rental Clerks,Core
41-2021.00,691,"Provide information about rental items, such as availability, operation, or description.",Counter and Rental Clerks,Core
41-2021.00,692,Advise customers on use and care of merchandise.,Counter and Rental Clerks,Core
41-2021.00,681,Answer telephones to provide information and receive orders.,Counter and Rental Clerks,Core
41-2021.00,679,Prepare merchandise for display or for purchase or rental.,Counter and Rental Clerks,Core
41-2021.00,680,Recommend and provide advice on a wide variety of products and services.,Counter and Rental Clerks,Core
41-2022.00,2430,Receive payment or obtain credit authorization.,Parts Salespersons,Core
41-2022.00,20776,"Assist customers, such as responding to customer complaints and updating them about back-ordered parts.",Parts Salespersons,Core
41-2031.00,694,Greet customers and ascertain what each customer wants or needs.,Retail Salespersons,Core
41-2031.00,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",Retail Salespersons,Core
41-2031.00,712,Prepare merchandise for purchase or rental.,Retail Salespersons,Core
41-2031.00,701,Answer questions regarding the store and its merchandise.,Retail Salespersons,Core
41-2031.00,696,"Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",Retail Salespersons,Core
41-2031.00,702,"Describe merchandise and explain use, operation, and care of merchandise to customers.",Retail Salespersons,Core
41-2031.00,703,"Ticket, arrange, and display merchandise to promote sales.",Retail Salespersons,Core
41-3011.00,4579,Prepare and deliver sales presentations to new and existing customers to sell new advertising programs and to protect and increase existing advertising.,Advertising Sales Agents,Core
41-3011.00,4580,Explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.,Advertising Sales Agents,Core
41-3011.00,4589,"Obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",Advertising Sales Agents,Core
41-3011.00,4582,Process all correspondence and paperwork related to accounts.,Advertising Sales Agents,Core
41-3011.00,4594,Write copy as part of layout.,Advertising Sales Agents,Core
41-3011.00,4591,"Consult with company officials, sales departments, and advertising agencies to develop promotional plans.",Advertising Sales Agents,Core
41-3011.00,4598,Write sales outlines for use by staff.,Advertising Sales Agents,Supplemental
41-3021.00,720,"Customize insurance programs to suit individual customers, often covering a variety of risks.",Insurance Sales Agents,Core
41-3021.00,724,"Explain features, advantages, and disadvantages of various policies to promote sale of insurance plans.",Insurance Sales Agents,Core
41-3021.00,723,Seek out new clients and develop clientele by networking to find new customers and generate lists of prospective clients.,Insurance Sales Agents,Core
41-3021.00,727,Confer with clients to obtain and provide information when claims are made on a policy.,Insurance Sales Agents,Core
41-3021.00,722,"Interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage.",Insurance Sales Agents,Core
41-3031.00,23192,Make bids or offers to buy or sell securities.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23193,Monitor markets or positions.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23196,"Buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.","Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23198,Report all positions or trading results.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23203,Identify opportunities or develop channels for purchase or sale of securities or commodities.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23205,Review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23207,"Devise trading, option, or hedge strategies.","Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23201,Determine customers' financial services needs and prepare proposals to sell services that address these needs.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23208,"Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.","Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23209,"Inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.","Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23210,Offer advice on the purchase or sale of particular securities.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23206,Contact prospective customers to present information and explain available services.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23212,Explain stock market terms or trading practices to clients.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23214,Prepare financial reports to monitor client or corporate finances.,"Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23215,"Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.","Securities, Commodities, and Financial Services Sales Agents",Core
41-3031.00,23217,Relay buy or sell orders to securities exchanges or to firm trading departments.,"Securities, Commodities, and Financial Services Sales Agents",Supplemental
41-3031.00,23202,"Sell services or equipment, such as trusts, investments, or check processing services.","Securities, Commodities, and Financial Services Sales Agents",Supplemental
41-3041.00,741,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",Travel Agents,Core
41-3041.00,738,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",Travel Agents,Core
41-3041.00,739,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",Travel Agents,Core
41-3041.00,742,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",Travel Agents,Core
41-3091.00,23235,Negotiate prices or terms of sales or service agreements.,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",
41-4011.00,11240,Negotiate prices or terms of sales or service agreements.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,20608,Prepare and submit sales contracts for orders.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11241,"Maintain customer records, using automated systems.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11237,"Answer customers' questions about products, prices, availability, or credit terms.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11238,"Quote prices, credit terms, or other bid specifications.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,20609,Contact new or existing customers to discuss how specific products or services can meet their needs.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,20610,"Select or assist customers in selecting products based on customer needs, product specifications, and applicable regulations.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11246,Prepare sales presentations or proposals to explain product specifications or applications.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11249,"Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11245,"Collaborate with colleagues to exchange information, such as selling strategies or marketing information.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,11248,Provide customers with ongoing technical support.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,20614,Study documentation or other information for new scientific or technical products.,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.00,20615,"Attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Core
41-4011.07,17661,Gather information from prospective customers to identify their solar energy needs.,Solar Sales Representatives and Assessors,Core
41-4011.07,17654,Generate solar energy customer leads to develop new accounts.,Solar Sales Representatives and Assessors,Core
41-4011.07,17664,"Provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers.",Solar Sales Representatives and Assessors,Core
41-4011.07,17665,Take quote requests or orders from dealers or customers.,Solar Sales Representatives and Assessors,Core
41-4012.00,8113,"Answer customers' questions about products, prices, availability, product uses, and credit terms.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8114,"Recommend products to customers, based on customers' needs and interests.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8116,"Estimate or quote prices, credit or contract terms, warranties, and delivery dates.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8117,Consult with clients after sales or contract signings to resolve problems and to provide ongoing support.,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,20267,Prepare sales contracts and order forms.,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8119,Provide customers with product samples and catalogs.,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8122,"Monitor market conditions, product innovations, and competitors' products, prices, and sales.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8124,"Perform administrative duties, such as preparing sales budgets and reports, keeping sales records, and filing expense account reports.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8115,"Contact regular and prospective customers to demonstrate products, explain product features, and solicit orders.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8120,"Identify prospective customers by using business directories, following leads from existing clients, participating in organizations and clubs, and attending trade shows and conferences.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Core
41-4012.00,8128,"Plan, assemble, and stock product displays in retail stores, or make recommendations to retailers regarding product displays, promotional programs, and advertising.","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Supplemental
41-4012.00,8125,Obtain credit information about prospective customers.,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Supplemental
41-9011.00,13190,"Demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",Demonstrators and Product Promoters,Core
41-9011.00,13196,Suggest specific product purchases to meet customers' needs.,Demonstrators and Product Promoters,Core
41-9011.00,13206,Research or investigate products to be presented to prepare for demonstrations.,Demonstrators and Product Promoters,Core
41-9011.00,13198,Identify interested and qualified customers to provide them with additional information.,Demonstrators and Product Promoters,Core
41-9011.00,13201,Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,Demonstrators and Product Promoters,Core
41-9011.00,13200,Prepare or alter presentation contents to target specific audiences.,Demonstrators and Product Promoters,Supplemental
41-9011.00,13208,"Provide product information, using lectures, films, charts, or slide shows.",Demonstrators and Product Promoters,Supplemental
41-9021.00,4599,"Sell, for a fee, real estate owned by others.",Real Estate Brokers,Core
41-9021.00,4600,Obtain agreements from property owners to place properties for sale with real estate firms.,Real Estate Brokers,Core
41-9021.00,4603,Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,Real Estate Brokers,Core
41-9021.00,4604,"Generate lists of properties for sale, their locations, descriptions, and available financing options, using computers.",Real Estate Brokers,Core
41-9021.00,4610,"Manage or operate real estate offices, handling associated business details.",Real Estate Brokers,Core
41-9021.00,4605,"Maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs.",Real Estate Brokers,Core
41-9021.00,4612,Rent properties or manage rental properties.,Real Estate Brokers,Core
41-9021.00,4608,"Appraise property values, assessing income potential when relevant.",Real Estate Brokers,Core
41-9021.00,4611,Supervise agents who handle real estate transactions.,Real Estate Brokers,Supplemental
41-9022.00,2445,"Act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",Real Estate Sales Agents,Core
41-9022.00,2449,Generate lists of properties that are compatible with buyers' needs and financial resources.,Real Estate Sales Agents,Core
41-9022.00,2441,"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.",Real Estate Sales Agents,Core
41-9022.00,2444,"Coordinate property closings, overseeing signing of documents and disbursement of funds.",Real Estate Sales Agents,Core
41-9022.00,2442,Interview clients to determine what kinds of properties they are seeking.,Real Estate Sales Agents,Core
41-9022.00,2453,"Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",Real Estate Sales Agents,Core
41-9022.00,2448,Coordinate appointments to show homes to prospective buyers.,Real Estate Sales Agents,Core
41-9022.00,2450,"Display commercial, industrial, agricultural, and residential properties to clients and explain their features.",Real Estate Sales Agents,Core
41-9022.00,2455,"Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.",Real Estate Sales Agents,Core
41-9022.00,2463,"Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.",Real Estate Sales Agents,Core
41-9022.00,2461,Investigate clients' financial and credit status to determine eligibility for financing.,Real Estate Sales Agents,Supplemental
41-9022.00,2459,Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms.,Real Estate Sales Agents,Supplemental
41-9022.00,2468,Solicit and compile listings of available rental properties.,Real Estate Sales Agents,Supplemental
41-9022.00,2470,Rent or lease properties on behalf of clients.,Real Estate Sales Agents,Supplemental
41-9031.00,9682,"Develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",Sales Engineers,Core
41-9031.00,9680,"Collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",Sales Engineers,Core
41-9031.00,9692,"Keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments.",Sales Engineers,Core
41-9031.00,9679,Confer with customers and engineers to assess equipment needs and to determine system requirements.,Sales Engineers,Core
41-9031.00,9686,Prepare and deliver technical presentations that explain products or services to customers and prospective customers.,Sales Engineers,Core
41-9031.00,9700,Maintain sales forecasting reports.,Sales Engineers,Core
41-9031.00,9698,"Document account activities, generate reports, and keep records of business transactions with customers and suppliers.",Sales Engineers,Core
41-9031.00,9688,Research and identify potential customers for products or services.,Sales Engineers,Core
41-9031.00,9687,"Provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",Sales Engineers,Supplemental
41-9041.00,4621,"Obtain customer information such as name, address, and payment method, and enter orders into computers.",Telemarketers,Core
41-9041.00,4620,"Explain products or services and prices, and answer questions from customers.",Telemarketers,Core
41-9041.00,4618,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",Telemarketers,Core
41-9041.00,4626,Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,Telemarketers,Core
41-9041.00,4628,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,Telemarketers,Supplemental
41-9091.00,13233,Explain products or services and prices and demonstrate use of products.,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Core
41-9091.00,13238,Develop prospect lists.,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Core
41-9091.00,13232,Write and record orders for merchandise or enter orders into computers.,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Core
41-9091.00,13236,Answer questions about product features and benefits.,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Core
43-1011.00,9703,Resolve customer complaints or answer customers' questions regarding policies and procedures.,First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9705,Provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.,First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9713,"Prepare and issue work schedules, deadlines, and duty assignments for office or administrative staff.",First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9711,"Recruit, interview, and select employees.",First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9709,Evaluate employees' job performance and conformance to regulations and recommend appropriate personnel action.,First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9708,Train or instruct employees in job duties or company policies or arrange for training to be provided.,First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9722,Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,First-Line Supervisors of Office and Administrative Support Workers,Core
43-1011.00,9730,"Coordinate or perform activities associated with shipping, receiving, distribution, or transportation.",First-Line Supervisors of Office and Administrative Support Workers,Supplemental
43-2011.00,4630,"Operate communication systems, such as telephone, switchboard, intercom, two-way radio, or public address.","Switchboard Operators, Including Answering Service",Core
43-2011.00,4631,"Answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.","Switchboard Operators, Including Answering Service",Core
43-2011.00,4640,"Record messages, suggesting rewording for clarity or conciseness.","Switchboard Operators, Including Answering Service",Core
43-2011.00,20427,"Perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules.","Switchboard Operators, Including Answering Service",Core
43-2011.00,20429,"Perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes.","Switchboard Operators, Including Answering Service",Core
43-2011.00,4637,Monitor alarm systems to ensure that secure conditions are maintained.,"Switchboard Operators, Including Answering Service",Supplemental
43-2011.00,4639,Keep records of calls placed and charges incurred.,"Switchboard Operators, Including Answering Service",Supplemental
43-2021.00,13257,Update directory information.,Telephone Operators,Core
43-2021.00,13251,"Perform clerical duties such as typing, proofreading, and sorting mail.",Telephone Operators,Core
43-3011.00,2474,Record information about financial status of customers and status of collection efforts.,Bill and Account Collectors,Core
43-3011.00,2475,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",Bill and Account Collectors,Core
43-3011.00,2481,"Arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",Bill and Account Collectors,Core
43-3011.00,2477,Advise customers of necessary actions and strategies for debt repayment.,Bill and Account Collectors,Core
43-3021.00,23238,Verify accuracy of billing data and revise any errors.,Billing and Posting Clerks,Core
43-3021.00,23243,Resolve discrepancies in accounting records.,Billing and Posting Clerks,Core
43-3021.00,23246,Keep records of invoices and support documents.,Billing and Posting Clerks,Core
43-3021.00,23244,Contact customers to obtain or relay account information.,Billing and Posting Clerks,Core
43-3031.00,2487,"Operate computers programmed with accounting software to record, store, and analyze information.","Bookkeeping, Accounting, and Auditing Clerks",Core
43-3031.00,2488,"Comply with federal, state, and company policies, procedures, and regulations.","Bookkeeping, Accounting, and Auditing Clerks",Core
43-3031.00,2497,"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.","Bookkeeping, Accounting, and Auditing Clerks",Core
43-3031.00,2498,"Perform general office duties, such as filing, answering telephones, and handling routine correspondence.","Bookkeeping, Accounting, and Auditing Clerks",Core
