OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
47-2031,Carpenters,697740,30.79,64040.0,28.51,59310.0,18.64,22.86,36.36,47.3,38760.0,47550.0,75620.0,98370.0
47-2041,Carpet Installers,14980,26.85,55860.0,23.97,49850.0,15.78,18.82,31.51,40.0,32830.0,39140.0,65530.0,83200.0
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",24850,29.11,60550.0,26.13,54340.0,17.88,21.52,34.8,46.72,37190.0,44760.0,72390.0,97180.0
47-2043,Floor Sanders and Finishers,4140,24.46,50880.0,23.63,49150.0,17.21,19.87,27.99,31.98,35790.0,41320.0,58230.0,66510.0
47-2044,Tile and Stone Setters,38740,27.69,57590.0,25.11,52240.0,17.38,21.41,31.24,39.89,36140.0,44540.0,64980.0,82960.0
47-2051,Cement Masons and Concrete Finishers,205230,28.54,59360.0,26.28,54660.0,18.41,22.13,31.66,42.13,38290.0,46020.0,65840.0,87620.0
47-2053,Terrazzo Workers and Finishers,1450,29.97,62330.0,27.53,57260.0,18.92,22.57,35.33,50.24,39360.0,46940.0,73490.0,104510.0
47-2061,Construction Laborers,1057660,24.64,51260.0,22.47,46730.0,16.44,18.32,28.32,37.28,34200.0,38100.0,58910.0,77530.0
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",45680,28.2,58660.0,24.83,51650.0,18.29,21.51,31.76,43.32,38030.0,44740.0,66060.0,90110.0
47-2072,Pile Driver Operators,3040,37.98,79000.0,33.9,70510.0,22.45,26.32,49.98,58.65,46690.0,54750.0,103960.0,121990.0
47-2073,Operating Engineers and Other Construction Equipment Operators,469270,31.34,65180.0,28.23,58710.0,19.27,22.97,36.42,48.41,40080.0,47780.0,75750.0,100690.0
47-2081,Drywall and Ceiling Tile Installers,82900,30.2,62810.0,27.95,58140.0,18.18,22.54,34.93,48.74,37810.0,46880.0,72660.0,101380.0
47-2082,Tapers,12500,33.84,70390.0,31.11,64700.0,20.89,24.42,39.9,51.04,43450.0,50780.0,82990.0,106160.0
47-2111,Electricians,742580,33.47,69630.0,29.98,62350.0,18.96,23.47,39.29,50.98,39430.0,48820.0,81730.0,106030.0
47-2121,Glaziers,57000,28.97,60260.0,26.65,55440.0,18.13,21.89,32.84,47.49,37710.0,45530.0,68300.0,98780.0
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38610,25.69,53440.0,23.41,48680.0,17.28,19.36,29.05,37.1,35950.0,40270.0,60420.0,77160.0
47-2132,"Insulation Workers, Mechanical",25640,30.55,63540.0,27.52,57250.0,18.97,22.83,36.2,45.25,39450.0,47480.0,75300.0,94110.0
47-2141,"Painters, Construction and Maintenance",224180,25.82,53710.0,23.4,48660.0,17.63,20.44,28.97,36.8,36680.0,42510.0,60270.0,76550.0
47-2142,Paperhangers,1520,24.95,51900.0,23.2,48260.0,16.84,19.68,28.11,33.4,35020.0,40930.0,58470.0,69470.0
47-2151,Pipelayers,33580,26.09,54270.0,23.42,48710.0,17.71,20.35,29.32,38.81,36840.0,42320.0,60980.0,80710.0
47-2152,"Plumbers, Pipefitters, and Steamfitters",455940,33.63,69940.0,30.27,62970.0,19.55,23.49,39.37,50.55,40670.0,48860.0,81900.0,105150.0
47-2161,Plasterers and Stucco Masons,20880,29.33,61000.0,26.93,56020.0,18.56,22.59,34.72,44.68,38610.0,46990.0,72210.0,92930.0
47-2171,Reinforcing Iron and Rebar Workers,14140,30.11,62640.0,28.5,59280.0,18.97,22.74,35.67,45.93,39470.0,47300.0,74190.0,95530.0
47-2181,Roofers,136740,27.45,57090.0,24.51,50970.0,17.82,21.78,30.78,38.84,37060.0,45300.0,64010.0,80780.0
47-2211,Sheet Metal Workers,117470,31.78,66110.0,29.26,60850.0,18.28,22.74,38.28,49.37,38030.0,47290.0,79620.0,102680.0
47-2221,Structural Iron and Steel Workers,64720,33.3,69270.0,30.14,62700.0,20.19,23.6,39.8,51.69,42000.0,49090.0,82780.0,107520.0
47-2231,Solar Photovoltaic Installers,28280,27.59,57380.0,24.93,51860.0,18.79,22.13,30.3,38.53,39070.0,46040.0,63020.0,80150.0
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",15660,23.91,49730.0,22.35,46480.0,17.1,18.56,27.93,32.85,35570.0,38600.0,58080.0,68330.0
47-3012,Helpers--Carpenters,24610,20.23,42080.0,20.0,41600.0,15.16,17.24,22.49,25.18,31540.0,35870.0,46780.0,52380.0
47-3013,Helpers--Electricians,64440,20.62,42900.0,19.18,39890.0,15.0,17.5,22.85,27.29,31200.0,36400.0,47520.0,56770.0
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7220,19.65,40880.0,18.34,38140.0,15.08,16.94,21.78,24.87,31360.0,35230.0,45290.0,51720.0
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",43640,20.06,41720.0,18.88,39270.0,14.93,17.19,22.38,26.37,31050.0,35750.0,46550.0,54860.0
47-3016,Helpers--Roofers,5170,20.23,42070.0,19.51,40590.0,13.36,16.73,22.87,26.59,27780.0,34800.0,47570.0,55310.0
47-3019,"Helpers, Construction Trades, All Other",25510,21.17,44040.0,19.6,40760.0,15.0,17.5,23.32,28.5,31200.0,36400.0,48500.0,59280.0
47-4011,Construction and Building Inspectors,137210,36.75,76430.0,34.67,72120.0,22.38,27.55,44.39,54.0,46560.0,57300.0,92330.0,112320.0
47-4021,Elevator and Escalator Installers and Repairers,23340,50.42,104860.0,51.24,106580.0,26.31,36.88,63.34,71.76,54720.0,76700.0,131740.0,149250.0
47-4031,Fence Erectors,22640,24.31,50550.0,22.57,46940.0,16.87,18.77,27.44,35.89,35090.0,39040.0,57070.0,74660.0
47-4041,Hazardous Materials Removal Workers,50570,26.8,55740.0,23.31,48490.0,17.95,20.53,29.88,39.65,37330.0,42710.0,62150.0,82480.0
47-4051,Highway Maintenance Workers,151750,24.72,51410.0,23.59,49070.0,16.84,19.97,28.66,33.27,35030.0,41540.0,59600.0,69210.0
47-4061,Rail-Track Laying and Maintenance Equipment Operators,16480,32.82,68270.0,32.39,67370.0,21.98,24.82,38.14,40.79,45720.0,51630.0,79330.0,84840.0
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,29050,25.35,52730.0,23.62,49140.0,17.55,20.53,29.0,35.42,36500.0,42700.0,60320.0,73670.0
47-4090,Miscellaneous Construction and Related Workers,33530,25.44,52910.0,23.14,48120.0,16.9,19.23,29.31,37.28,35160.0,39990.0,60960.0,77540.0
47-5011,"Derrick Operators, Oil and Gas",11040,30.05,62490.0,30.16,62740.0,20.64,23.77,35.01,40.68,42930.0,49440.0,72820.0,84620.0
47-5012,"Rotary Drill Operators, Oil and Gas",13090,33.69,70080.0,31.26,65010.0,20.56,25.29,39.21,47.36,42750.0,52600.0,81550.0,98510.0
47-5013,"Service Unit Operators, Oil and Gas",44120,29.58,61530.0,27.88,57980.0,19.24,22.75,33.9,45.11,40010.0,47330.0,70510.0,93820.0
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34210,27.82,57860.0,25.26,52550.0,19.06,22.26,30.59,38.93,39650.0,46290.0,63630.0,80970.0
47-5023,"Earth Drillers, Except Oil and Gas",17410,30.41,63260.0,28.65,59600.0,21.37,23.91,35.35,42.19,44450.0,49720.0,73530.0,87760.0
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",5680,32.13,66840.0,28.42,59110.0,21.71,23.97,38.49,50.1,45160.0,49860.0,80050.0,104210.0
47-5041,Continuous Mining Machine Operators,14340,30.73,63920.0,30.47,63380.0,19.93,24.45,36.95,40.59,41450.0,50850.0,76850.0,84420.0
47-5043,"Roof Bolters, Mining",2230,35.94,74760.0,36.85,76640.0,24.46,32.26,38.57,42.03,50880.0,67110.0,80230.0,87420.0
47-5044,"Loading and Moving Machine Operators, Underground Mining",6130,32.92,68470.0,33.11,68860.0,23.23,28.43,36.93,39.86,48310.0,59130.0,76820.0,82900.0
47-5049,"Underground Mining Machine Operators, All Other",3480,32.61,67830.0,32.32,67220.0,22.56,24.36,38.67,39.78,46930.0,50660.0,80440.0,82750.0
47-5051,"Rock Splitters, Quarry",3080,24.3,50540.0,22.82,47460.0,17.9,19.23,28.02,32.87,37240.0,39990.0,58290.0,68380.0
47-5071,"Roustabouts, Oil and Gas",45330,23.59,49060.0,22.84,47510.0,17.14,18.43,27.49,30.77,35650.0,38330.0,57170.0,64010.0
47-5081,Helpers--Extraction Workers,6720,24.2,50330.0,23.27,48400.0,17.2,19.22,27.67,32.81,35770.0,39980.0,57560.0,68240.0
47-5099,"Extraction Workers, All Other",6070,26.34,54780.0,24.09,50110.0,17.17,18.81,31.42,38.84,35720.0,39120.0,65350.0,80780.0
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",600680,39.87,82930.0,37.64,78300.0,23.3,29.44,47.9,59.75,48460.0,61240.0,99630.0,124280.0
49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010,23.95,49820.0,22.53,46860.0,16.89,18.41,28.57,33.44,35120.0,38290.0,59420.0,69560.0
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400,33.26,69180.0,30.86,64190.0,20.37,24.33,40.76,49.3,42360.0,50610.0,84770.0,102550.0
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890,32.04,66650.0,30.11,62630.0,20.41,24.32,38.48,45.66,42440.0,50580.0,80040.0,94970.0
49-2091,Avionics Technicians,20900,39.59,82350.0,39.13,81390.0,23.93,31.33,47.59,54.61,49770.0,65170.0,98990.0,113580.0
49-2092,"Electric Motor, Power Tool, and Related Repairers",16570,27.32,56820.0,25.96,53990.0,17.46,21.38,31.82,38.09,36310.0,44480.0,66180.0,79230.0
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310,38.93,80980.0,39.77,82730.0,23.79,31.61,46.03,51.01,49490.0,65750.0,95730.0,106110.0
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990,35.07,72950.0,34.28,71300.0,21.63,27.28,40.94,49.55,44980.0,56750.0,85160.0,103060.0
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040,46.86,97460.0,48.53,100940.0,29.24,38.43,55.16,61.53,60820.0,79930.0,114740.0,127970.0
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140,24.16,50240.0,23.05,47940.0,15.23,19.21,28.32,33.89,31680.0,39970.0,58900.0,70480.0
49-2097,Audiovisual Equipment Installers and Repairers,22170,26.8,55740.0,24.34,50620.0,17.46,20.83,30.41,39.5,36310.0,43330.0,63250.0,82150.0
49-2098,Security and Fire Alarm Systems Installers,81510,28.87,60040.0,28.51,59300.0,18.47,22.76,34.3,39.41,38410.0,47330.0,71340.0,81980.0
49-3011,Aircraft Mechanics and Service Technicians,136390,38.84,80780.0,37.83,78680.0,22.97,29.77,45.7,57.73,47790.0,61920.0,95050.0,120080.0
49-3021,Automotive Body and Related Repairers,155220,28.28,58830.0,24.85,51680.0,17.5,21.63,31.15,41.84,36390.0,45000.0,64780.0,87040.0
49-3022,Automotive Glass Installers and Repairers,18940,23.84,49580.0,22.72,47260.0,16.86,19.23,27.96,32.44,35080.0,39990.0,58160.0,67480.0
49-3023,Automotive Service Technicians and Mechanics,688840,26.57,55260.0,23.88,49670.0,16.18,18.34,31.57,38.87,33660.0,38140.0,65660.0,80850.0
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,287230,30.04,62480.0,29.15,60640.0,20.04,23.68,35.43,41.34,41670.0,49240.0,73690.0,85980.0
49-3041,Farm Equipment Mechanics and Service Technicians,36880,26.58,55290.0,25.04,52080.0,17.75,21.95,30.32,36.95,36920.0,45660.0,63070.0,76860.0
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180270,32.49,67580.0,30.76,63980.0,21.85,25.72,37.54,44.41,45450.0,53500.0,78090.0,92360.0
49-3043,Rail Car Repairers,18300,32.5,67610.0,31.58,65680.0,21.96,24.83,38.54,44.23,45670.0,51640.0,80150.0,92000.0
49-3051,Motorboat Mechanics and Service Technicians,24250,27.14,56450.0,26.42,54950.0,17.29,21.67,31.31,37.89,35950.0,45070.0,65120.0,78820.0
49-3052,Motorcycle Mechanics,14010,23.87,49650.0,22.69,47200.0,15.27,18.4,28.31,33.76,31770.0,38270.0,58880.0,70210.0
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34240,23.18,48200.0,22.38,46560.0,16.15,18.4,26.96,31.03,33600.0,38260.0,56080.0,64540.0
49-3091,Bicycle Repairers,12590,19.98,41550.0,19.4,40360.0,14.73,17.25,22.87,25.06,30640.0,35880.0,47560.0,52130.0
49-3092,Recreational Vehicle Service Technicians,18710,26.63,55380.0,24.3,50540.0,17.06,20.85,30.43,36.85,35480.0,43370.0,63300.0,76650.0
49-3093,Tire Repairers and Changers,106620,18.82,39140.0,17.85,37120.0,14.37,16.34,21.06,23.51,29880.0,33990.0,43810.0,48900.0
49-9011,Mechanical Door Repairers,27970,26.01,54110.0,24.54,51050.0,17.87,21.5,29.5,35.17,37160.0,44720.0,61350.0,73160.0
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",46920,36.52,75970.0,35.91,74690.0,21.08,25.51,46.83,52.43,43840.0,53060.0,97400.0,109050.0
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870,30.14,62690.0,28.75,59810.0,18.81,23.0,35.97,43.76,39130.0,47850.0,74820.0,91020.0
49-9031,Home Appliance Repairers,31940,25.76,53580.0,23.76,49410.0,16.0,19.37,29.69,37.4,33280.0,40280.0,61750.0,77800.0
49-9041,Industrial Machinery Mechanics,421940,32.29,67160.0,30.65,63760.0,21.68,25.34,37.53,44.58,45090.0,52710.0,78070.0,92730.0
49-9043,"Maintenance Workers, Machinery",56540,29.72,61820.0,29.09,60500.0,19.27,23.36,34.74,40.17,40080.0,48600.0,72260.0,83560.0
49-9044,Millwrights,40660,33.0,68640.0,31.33,65170.0,21.68,26.65,38.74,45.07,45100.0,55420.0,80580.0,93740.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",1100,29.56,61480.0,28.15,58540.0,17.81,23.26,35.55,39.16,37050.0,48380.0,73940.0,81440.0
49-9051,Electrical Power-Line Installers and Repairers,123680,43.32,90110.0,44.5,92560.0,24.05,31.61,51.89,60.87,50020.0,65740.0,107940.0,126610.0
49-9052,Telecommunications Line Installers and Repairers,98360,34.83,72440.0,33.9,70500.0,20.65,24.34,45.92,50.41,42940.0,50620.0,95520.0,104840.0
49-9061,Camera and Photographic Equipment Repairers,2010,25.69,53420.0,23.7,49300.0,17.32,20.48,30.0,36.8,36020.0,42590.0,62400.0,76550.0
49-9062,Medical Equipment Repairers,60830,32.12,66810.0,30.11,62630.0,18.78,23.12,38.19,47.74,39060.0,48100.0,79440.0,99290.0
49-9063,Musical Instrument Repairers and Tuners,5730,23.57,49020.0,21.79,45320.0,14.49,17.22,27.38,35.3,30130.0,35820.0,56960.0,73430.0
49-9064,Watch and Clock Repairers,1300,30.03,62450.0,29.18,60690.0,19.19,22.37,37.18,44.5,39920.0,46530.0,77340.0,92570.0
49-9069,"Precision Instrument and Equipment Repairers, All Other",9680,33.86,70420.0,32.25,67080.0,21.41,25.04,39.44,48.43,44530.0,52090.0,82030.0,100730.0
49-9071,"Maintenance and Repair Workers, General",1531700,25.21,52430.0,23.38,48620.0,16.28,18.77,29.67,36.59,33860.0,39050.0,61710.0,76110.0
49-9081,Wind Turbine Service Technicians,11220,32.49,67580.0,30.09,62580.0,23.61,28.32,36.37,42.35,49110.0,58910.0,75640.0,88090.0
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",28260,23.33,48530.0,22.77,47350.0,15.11,18.55,27.06,31.11,31420.0,38580.0,56290.0,64720.0
49-9092,Commercial Divers,3430,37.55,78110.0,29.39,61130.0,18.81,23.74,45.11,73.36,39130.0,49370.0,93840.0,152580.0
49-9094,Locksmiths and Safe Repairers,15550,26.54,55200.0,24.27,50490.0,16.71,19.54,30.93,38.14,34750.0,40650.0,64330.0,79340.0
49-9095,Manufactured Building and Mobile Home Installers,2610,20.49,42620.0,19.75,41080.0,14.56,16.96,23.28,27.5,30280.0,35290.0,48410.0,57190.0
49-9096,Riggers,24190,32.02,66600.0,29.84,62060.0,18.71,23.05,38.14,48.31,38930.0,47940.0,79340.0,100480.0
49-9097,Signal and Track Switch Repairers,8210,40.84,84940.0,40.19,83600.0,27.6,36.38,45.97,50.41,57410.0,75680.0,95620.0,104860.0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",97540,19.59,40750.0,18.68,38860.0,13.83,16.23,22.4,26.27,28770.0,33760.0,46600.0,54650.0
49-9099,"Installation, Maintenance, and Repair Workers, All Other",183690,25.61,53270.0,23.39,48640.0,16.96,19.57,29.37,37.09,35270.0,40700.0,61090.0,77150.0
51-1011,First-Line Supervisors of Production and Operating Workers,685140,35.84,74540.0,34.23,71190.0,22.01,27.08,41.72,51.42,45790.0,56330.0,86770.0,106960.0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32890,31.98,66510.0,29.65,61680.0,22.13,25.57,36.17,45.65,46040.0,53180.0,75240.0,94950.0
51-2021,"Coil Winders, Tapers, and Finishers",12170,23.53,48940.0,22.72,47260.0,16.91,18.93,27.79,30.19,35180.0,39380.0,57800.0,62790.0
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",261140,22.08,45930.0,21.17,44040.0,16.4,18.0,23.96,29.36,34110.0,37450.0,49830.0,61080.0
51-2031,Engine and Other Machine Assemblers,38420,26.94,56040.0,25.26,52540.0,18.25,20.57,33.68,35.72,37950.0,42790.0,70050.0,74300.0
51-2041,Structural Metal Fabricators and Fitters,53380,25.36,52740.0,23.99,49900.0,17.96,21.29,28.75,33.9,37370.0,44290.0,59810.0,70510.0
51-2051,Fiberglass Laminators and Fabricators,18520,22.75,47320.0,22.0,45760.0,17.28,18.86,24.77,29.5,35950.0,39230.0,51530.0,61370.0
51-2061,Timing Device Assemblers and Adjusters,230,20.39,42410.0,19.61,40790.0,12.62,13.39,28.1,31.53,26240.0,27850.0,58440.0,65580.0
51-2090,Miscellaneous Assemblers and Fabricators,1457800,21.57,44860.0,20.29,42210.0,15.22,17.62,23.76,29.82,31650.0,36660.0,49410.0,62030.0
51-3011,Bakers,231890,18.11,37670.0,17.62,36650.0,13.25,15.13,20.46,23.2,27560.0,31470.0,42570.0,48260.0
51-3021,Butchers and Meat Cutters,140040,19.86,41300.0,18.73,38960.0,13.87,16.57,22.69,27.47,28850.0,34460.0,47200.0,57130.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",141090,18.58,38640.0,18.13,37700.0,14.04,16.37,20.89,23.41,29200.0,34050.0,43450.0,48680.0
51-3023,Slaughterers and Meat Packers,67500,19.57,40710.0,19.13,39790.0,15.13,17.28,22.08,23.78,31470.0,35940.0,45930.0,49460.0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19500,21.22,44140.0,20.54,42730.0,15.57,17.6,23.4,28.88,32390.0,36610.0,48680.0,60070.0
51-3092,Food Batchmakers,171660,20.59,42830.0,19.61,40790.0,14.83,16.99,23.56,27.79,30850.0,35340.0,49010.0,57800.0
51-3093,Food Cooking Machine Operators and Tenders,27660,20.16,41930.0,19.49,40550.0,14.68,16.98,22.8,26.04,30540.0,35310.0,47420.0,54170.0
51-3099,"Food Processing Workers, All Other",57920,18.88,39260.0,18.47,38420.0,14.56,17.0,20.68,22.82,30290.0,35360.0,43020.0,47470.0
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",65700,23.16,48170.0,22.59,46980.0,17.01,18.93,26.14,30.04,35390.0,39370.0,54360.0,62470.0
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8760,24.47,50900.0,23.67,49240.0,16.9,19.88,28.5,33.43,35150.0,41350.0,59270.0,69540.0
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350,24.49,50940.0,23.38,48630.0,17.83,20.0,27.76,32.45,37090.0,41600.0,57730.0,67500.0
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430,22.62,47060.0,21.92,45590.0,16.83,18.46,25.07,30.12,35000.0,38400.0,52150.0,62650.0
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5310,24.2,50330.0,22.42,46630.0,17.0,19.76,27.32,31.34,35360.0,41100.0,56820.0,65200.0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110,22.41,46600.0,21.73,45190.0,16.82,18.47,24.7,29.59,34980.0,38420.0,51380.0,61550.0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18970,24.13,50190.0,23.38,48620.0,17.4,19.8,27.93,31.47,36200.0,41180.0,58100.0,65450.0
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13810,25.45,52940.0,23.22,48310.0,17.7,20.02,29.46,36.06,36810.0,41650.0,61290.0,75000.0
51-4041,Machinists,298790,27.59,57390.0,27.0,56150.0,18.32,22.23,31.21,37.86,38100.0,46250.0,64910.0,78760.0
51-4051,Metal-Refining Furnace Operators and Tenders,20330,27.55,57290.0,26.81,55770.0,18.63,22.38,31.29,38.59,38760.0,46550.0,65070.0,80280.0
51-4052,"Pourers and Casters, Metal",5830,24.68,51320.0,23.53,48940.0,17.91,19.91,28.78,32.71,37250.0,41410.0,59850.0,68030.0
51-4061,"Model Makers, Metal and Plastic",3230,31.65,65840.0,30.14,62700.0,18.47,23.49,38.21,46.05,38430.0,48860.0,79470.0,95780.0
51-4062,"Patternmakers, Metal and Plastic",1570,27.85,57930.0,26.22,54540.0,18.82,22.85,32.02,38.31,39150.0,47520.0,66590.0,79690.0
51-4071,Foundry Mold and Coremakers,12720,22.55,46910.0,21.97,45700.0,17.41,18.93,24.69,29.52,36220.0,39370.0,51360.0,61390.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154820,21.22,44130.0,19.82,41230.0,15.38,17.45,23.61,28.9,31990.0,36290.0,49100.0,60110.0
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",129850,23.36,48590.0,22.14,46060.0,16.41,18.42,27.03,35.02,34130.0,38320.0,56220.0,72850.0
51-4111,Tool and Die Makers,55130,31.3,65100.0,30.38,63180.0,21.25,24.61,37.23,42.15,44200.0,51200.0,77430.0,87660.0
51-4121,"Welders, Cutters, Solderers, and Brazers",424040,26.49,55100.0,24.52,51000.0,18.33,21.91,29.62,36.47,38130.0,45580.0,61610.0,75850.0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36290,23.69,49270.0,22.62,47060.0,17.2,18.98,26.86,31.82,35780.0,39480.0,55870.0,66190.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590,23.57,49030.0,22.81,47450.0,16.95,19.18,27.08,30.91,35260.0,39900.0,56330.0,64290.0
51-4192,"Layout Workers, Metal and Plastic",5610,31.62,65770.0,29.74,61870.0,19.44,24.91,37.01,44.82,40430.0,51810.0,76980.0,93230.0
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31510,21.07,43820.0,20.0,41600.0,15.36,17.61,23.55,28.04,31940.0,36620.0,48990.0,58320.0
51-4194,"Tool Grinders, Filers, and Sharpeners",5730,24.9,51790.0,23.54,48970.0,16.24,19.0,28.95,35.64,33770.0,39520.0,60210.0,74120.0
51-4199,"Metal Workers and Plastic Workers, All Other",20270,22.05,45850.0,20.56,42750.0,16.27,17.74,24.01,30.19,33850.0,36890.0,49930.0,62800.0
51-5111,Prepress Technicians and Workers,23070,23.62,49130.0,22.74,47300.0,16.48,18.75,27.66,31.5,34270.0,39000.0,57530.0,65530.0
51-5112,Printing Press Operators,145110,22.41,46620.0,21.71,45160.0,15.12,17.77,26.13,30.32,31450.0,36970.0,54340.0,63060.0
51-5113,Print Binding and Finishing Workers,36470,20.69,43040.0,19.14,39820.0,14.96,17.34,23.19,27.87,31110.0,36070.0,48240.0,57980.0
51-6011,Laundry and Dry-Cleaning Workers,195360,16.34,33990.0,16.25,33800.0,12.63,14.2,17.67,20.37,26270.0,29530.0,36760.0,42370.0
51-6021,"Pressers, Textile, Garment, and Related Materials",26830,16.04,33370.0,16.29,33880.0,12.0,13.97,17.71,19.91,24960.0,29060.0,36830.0,41410.0
51-6031,Sewing Machine Operators,109590,17.64,36680.0,17.31,36000.0,12.91,15.0,19.62,22.62,26860.0,31200.0,40810.0,47060.0
51-6041,Shoe and Leather Workers and Repairers,7640,17.44,36280.0,17.29,35950.0,12.1,14.13,19.91,23.12,25170.0,29400.0,41400.0,48090.0
51-6042,Shoe Machine Operators and Tenders,3270,17.9,37230.0,18.35,38160.0,11.61,14.64,20.86,23.01,24160.0,30450.0,43390.0,47860.0
51-6051,"Sewers, Hand",2240,16.74,34810.0,16.23,33760.0,12.28,14.04,18.36,22.27,25530.0,29210.0,38180.0,46320.0
51-6052,"Tailors, Dressmakers, and Custom Sewers",16290,21.18,44050.0,19.64,40860.0,13.04,16.1,23.94,30.04,27110.0,33480.0,49780.0,62490.0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,5820,18.75,39000.0,17.94,37320.0,13.94,15.55,20.79,22.92,28990.0,32350.0,43230.0,47660.0
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",8960,18.51,38500.0,18.24,37940.0,13.09,15.57,21.01,23.6,27230.0,32380.0,43710.0,49080.0
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14530,18.97,39470.0,18.4,38260.0,14.25,16.6,21.24,23.11,29640.0,34530.0,44180.0,48070.0
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600,18.48,38440.0,18.11,37660.0,14.61,16.96,19.7,22.57,30380.0,35270.0,40970.0,46940.0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14900,22.8,47420.0,21.63,44980.0,17.11,18.75,26.29,30.6,35590.0,38990.0,54690.0,63650.0
51-6092,Fabric and Apparel Patternmakers,2860,34.44,71630.0,32.54,67670.0,16.63,21.21,43.79,54.11,34590.0,44110.0,91080.0,112540.0
51-6093,Upholsterers,20990,22.58,46960.0,22.21,46190.0,15.47,17.89,24.88,30.58,32190.0,37200.0,51740.0,63600.0
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",14450,19.43,40410.0,17.79,37010.0,14.56,15.79,21.54,25.82,30290.0,32850.0,44810.0,53710.0
51-7011,Cabinetmakers and Bench Carpenters,79540,22.82,47460.0,22.12,46020.0,16.69,18.38,25.97,30.4,34700.0,38240.0,54010.0,63220.0
51-7021,Furniture Finishers,14230,21.31,44310.0,20.45,42530.0,15.0,17.68,23.57,28.76,31200.0,36770.0,49020.0,59820.0
51-7031,"Model Makers, Wood",360,28.74,59780.0,24.93,51850.0,11.88,19.43,38.65,46.08,24710.0,40420.0,80380.0,95850.0
51-7032,"Patternmakers, Wood",180,27.84,57920.0,25.25,52520.0,19.58,21.85,37.22,40.06,40730.0,45450.0,77410.0,83330.0
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140,20.38,42390.0,19.21,39950.0,14.27,17.09,22.97,27.19,29670.0,35550.0,47770.0,56560.0
