soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
25-1071,"Health Specialties Teachers, Postsecondary",229720,137900.0,105620.0,,2024
25-1072,"Nursing Instructors and Teachers, Postsecondary",74250,87090.0,79940.0,,2024
25-1080,"Education and Library Science Teachers, Postsecondary",63190,78870.0,73050.0,,2024
25-1081,"Education Teachers, Postsecondary",59090,78500.0,72090.0,,2024
25-1082,"Library Science Teachers, Postsecondary",4100,84320.0,78630.0,,2024
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",49710,109320.0,87870.0,,2024
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13560,84820.0,71470.0,,2024
25-1112,"Law Teachers, Postsecondary",22800,139950.0,126650.0,,2024
25-1113,"Social Work Teachers, Postsecondary",13350,81880.0,76210.0,,2024
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",248620,94900.0,79060.0,,2024
25-1121,"Art, Drama, and Music Teachers, Postsecondary",97890,102240.0,80190.0,,2024
25-1122,"Communications Teachers, Postsecondary",29260,90340.0,77800.0,,2024
25-1123,"English Language and Literature Teachers, Postsecondary",59590,90400.0,78270.0,,2024
25-1124,"Foreign Language and Literature Teachers, Postsecondary",21170,87670.0,77010.0,,2024
25-1125,"History Teachers, Postsecondary",19860,93710.0,81500.0,,2024
25-1126,"Philosophy and Religion Teachers, Postsecondary",20840,88210.0,78050.0,,2024
25-1190,Miscellaneous Postsecondary Teachers,278000,83780.0,68800.0,,2024
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2630,84450.0,77280.0,,2024
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",12680,87980.0,75890.0,,2024
25-1194,"Career/Technical Education Teachers, Postsecondary",111150,68710.0,61490.0,33.03,2024
25-1199,"Postsecondary Teachers, All Other",151530,94470.0,78490.0,,2024
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4321590,68130.0,61960.0,,2024
25-2010,Preschool and Kindergarten Teachers,559490,46680.0,40090.0,22.44,2024
25-2011,"Preschool Teachers, Except Special Education",445080,41450.0,37120.0,19.93,2024
25-2012,"Kindergarten Teachers, Except Special Education",114410,67020.0,61430.0,,2024
25-2020,Elementary and Middle School Teachers,2027880,69860.0,62500.0,,2024
25-2021,"Elementary School Teachers, Except Special Education",1393310,69790.0,62340.0,,2024
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",620370,70040.0,62970.0,,2024
25-2023,"Career/Technical Education Teachers, Middle School",14200,68690.0,63620.0,,2024
25-2030,Secondary School Teachers,1176990,73420.0,64530.0,,2024
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1072540,73700.0,64580.0,,2024
25-2032,"Career/Technical Education Teachers, Secondary School",104450,70550.0,63910.0,,2024
25-2050,Special Education Teachers,557240,72230.0,64270.0,,2024
25-2051,"Special Education Teachers, Preschool",28200,72610.0,62190.0,,2024
25-2052,"Special Education Teachers, Kindergarten and Elementary School",231570,70150.0,63000.0,,2024
25-2057,"Special Education Teachers, Middle School",95330,72310.0,64880.0,,2024
25-2058,"Special Education Teachers, Secondary School",162780,74610.0,69590.0,,2024
25-2059,"Special Education Teachers, All Other",39350,74180.0,67430.0,,2024
25-3000,Other Teachers and Instructors,1125750,51270.0,44220.0,24.65,2024
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36260,64660.0,59950.0,31.09,2024
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36260,64660.0,59950.0,31.09,2024
25-3020,Self-Enrichment Teachers,308520,53330.0,45590.0,25.64,2024
25-3021,Self-Enrichment Teachers,308520,53330.0,45590.0,25.64,2024
25-3030,"Substitute Teachers, Short-Term",481300,44930.0,38470.0,21.6,2024
25-3031,"Substitute Teachers, Short-Term",481300,44930.0,38470.0,21.6,2024
25-3040,Tutors,174660,47780.0,40090.0,22.97,2024
25-3041,Tutors,174660,47780.0,40090.0,22.97,2024
25-3090,Miscellaneous Teachers and Instructors,125010,71610.0,64690.0,,2024
25-3099,"Teachers and Instructors, All Other",125010,71610.0,64690.0,,2024
25-4000,"Librarians, Curators, and Archivists",238010,60220.0,57100.0,28.95,2024
25-4010,"Archivists, Curators, and Museum Technicians",32400,62900.0,57100.0,30.24,2024
25-4011,Archivists,7050,67620.0,61570.0,32.51,2024
25-4012,Curators,12280,70060.0,61770.0,33.68,2024
25-4013,Museum Technicians and Conservators,13070,53630.0,47460.0,25.78,2024
25-4020,Librarians and Media Collections Specialists,131830,69180.0,64320.0,33.26,2024
25-4022,Librarians and Media Collections Specialists,131830,69180.0,64320.0,33.26,2024
25-4030,Library Technicians,73770,43050.0,39970.0,20.7,2024
25-4031,Library Technicians,73770,43050.0,39970.0,20.7,2024
25-9000,Other Educational Instruction and Library Occupations,1866060,42980.0,36690.0,,2024
25-9020,Farm and Home Management Educators,10260,60470.0,58120.0,29.07,2024
25-9021,Farm and Home Management Educators,10260,60470.0,58120.0,29.07,2024
25-9030,Instructional Coordinators,210850,77600.0,74720.0,37.31,2024
25-9031,Instructional Coordinators,210850,77600.0,74720.0,37.31,2024
25-9040,Teaching Assistants,1530310,37140.0,35550.0,,2024
25-9044,"Teaching Assistants, Postsecondary",155010,47560.0,44930.0,,2024
25-9045,"Teaching Assistants, Except Postsecondary",1375300,35960.0,35240.0,,2024
25-9090,Miscellaneous Educational Instruction and Library Workers,114640,55700.0,48400.0,26.78,2024
25-9099,"Educational Instruction and Library Workers, All Other",114640,55700.0,48400.0,26.78,2024
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2098690,77040.0,60140.0,37.04,2024
27-1000,Art and Design Workers,681550,67730.0,53180.0,32.56,2024
27-1010,Artists and Related Workers,93390,110770.0,99060.0,53.25,2024
27-1011,Art Directors,50370,128100.0,111040.0,61.59,2024
27-1012,Craft Artists,4370,45340.0,38480.0,21.8,2024
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10000,76450.0,60560.0,36.76,2024
27-1014,Special Effects Artists and Animators,21280,110110.0,99800.0,52.94,2024
27-1019,"Artists and Related Workers, All Other",7370,79490.0,72760.0,38.22,2024
27-1020,Designers,588160,60890.0,49020.0,29.28,2024
27-1021,Commercial and Industrial Designers,30250,88000.0,79450.0,42.31,2024
27-1022,Fashion Designers,20910,122430.0,80690.0,58.86,2024
27-1023,Floral Designers,40160,37700.0,36120.0,18.13,2024
27-1024,Graphic Designers,214260,68610.0,61300.0,32.98,2024
27-1025,Interior Designers,69580,71430.0,63490.0,34.34,2024
27-1026,Merchandise Displayers and Window Trimmers,192480,40540.0,37350.0,19.49,2024
27-1027,Set and Exhibit Designers,10850,78450.0,66280.0,37.71,2024
27-1029,"Designers, All Other",9680,78000.0,66220.0,37.5,2024
27-2000,"Entertainers and Performers, Sports and Related Workers",550830,85710.0,54870.0,41.21,2024
27-2010,"Actors, Producers, and Directors",184070,109660.0,78000.0,52.72,2024
27-2012,Producers and Directors,145270,114280.0,83480.0,54.94,2024
27-2020,"Athletes, Coaches, Umpires, and Related Workers",280390,68880.0,45920.0,,2024
27-2021,Athletes and Sports Competitors,14370,259750.0,62360.0,,2024
27-2022,Coaches and Scouts,250940,58910.0,45920.0,,2024
27-2023,"Umpires, Referees, and Other Sports Officials",15080,52800.0,38820.0,,2024
27-2030,Dancers and Choreographers,12490,62740.0,51020.0,30.16,2024
27-2032,Choreographers,3430,62020.0,55600.0,29.82,2024
27-2041,Music Directors and Composers,12330,84230.0,63670.0,40.5,2024
27-3000,Media and Communication Workers,634400,83030.0,70300.0,39.92,2024
27-3010,Broadcast Announcers and Radio Disc Jockeys,23880,80110.0,45680.0,38.52,2024
27-3011,Broadcast Announcers and Radio Disc Jockeys,23880,80110.0,45680.0,38.52,2024
27-3020,"News Analysts, Reporters and Journalists",41550,106030.0,60280.0,50.98,2024
27-3023,"News Analysts, Reporters, and Journalists",41550,106030.0,60280.0,50.98,2024
27-3030,Public Relations Specialists,280590,80310.0,69780.0,38.61,2024
27-3031,Public Relations Specialists,280590,80310.0,69780.0,38.61,2024
27-3040,Writers and Editors,198810,87570.0,78100.0,42.1,2024
27-3041,Editors,95480,85700.0,75260.0,41.2,2024
27-3042,Technical Writers,55530,92330.0,91670.0,44.39,2024
27-3043,Writers and Authors,47800,85780.0,72270.0,41.24,2024
27-3090,Miscellaneous Media and Communication Workers,89580,71560.0,62500.0,34.4,2024
27-3091,Interpreters and Translators,53360,64950.0,59440.0,31.22,2024
27-3092,Court Reporters and Simultaneous Captioners,12630,74630.0,67310.0,35.88,2024
27-3099,"Media and Communication Workers, All Other",23590,84870.0,71770.0,40.81,2024
27-4000,Media and Communication Equipment Workers,231910,67410.0,56480.0,32.41,2024
27-4010,"Broadcast, Sound, and Lighting Technicians",114340,64710.0,56600.0,31.11,2024
27-4011,Audio and Video Technicians,70080,61370.0,54830.0,29.51,2024
27-4012,Broadcast Technicians,21080,64220.0,53920.0,30.87,2024
27-4014,Sound Engineering Technicians,13050,79280.0,66430.0,38.12,2024
27-4015,Lighting Technicians,10130,70000.0,60560.0,33.65,2024
27-4020,Photographers,51230,55650.0,42520.0,26.76,2024
27-4021,Photographers,51230,55650.0,42520.0,26.76,2024
27-4030,"Television, Video, and Film Camera Operators and Editors",53330,81850.0,70570.0,39.35,2024
27-4031,"Camera Operators, Television, Video, and Film",24460,79870.0,68810.0,38.4,2024
27-4032,Film and Video Editors,28860,83530.0,70980.0,40.16,2024
27-4090,Miscellaneous Media and Communication Equipment Workers,13020,78350.0,67190.0,37.67,2024
27-4099,"Media and Communication Equipment Workers, All Other",13020,78350.0,67190.0,37.67,2024
29-0000,Healthcare Practitioners and Technical Occupations,9592690,105220.0,83090.0,50.59,2024
29-1000,Healthcare Diagnosing or Treating Practitioners,6338160,128550.0,101370.0,61.8,2024
29-1010,Chiropractors,37630,91830.0,79000.0,44.15,2024
29-1011,Chiropractors,37630,91830.0,79000.0,44.15,2024
29-1020,Dentists,130620,207750.0,179210.0,99.88,2024
29-1021,"Dentists, General",113490,196100.0,172790.0,94.28,2024
29-1022,Oral and Maxillofacial Surgeons,5330,360240.0,,173.19,2024
29-1023,Orthodontists,5150,254620.0,,122.41,2024
29-1024,Prosthodontists,760,258660.0,,124.36,2024
29-1029,"Dentists, All Other Specialists",5900,246530.0,225770.0,118.52,2024
29-1030,Dietitians and Nutritionists,76570,74770.0,73850.0,35.95,2024
29-1031,Dietitians and Nutritionists,76570,74770.0,73850.0,35.95,2024
29-1040,Optometrists,41890,140940.0,134830.0,67.76,2024
29-1041,Optometrists,41890,140940.0,134830.0,67.76,2024
29-1050,Pharmacists,328870,137210.0,137480.0,65.97,2024
29-1051,Pharmacists,328870,137210.0,137480.0,65.97,2024
29-1070,Physician Assistants,155540,136900.0,133260.0,65.82,2024
29-1071,Physician Assistants,155540,136900.0,133260.0,65.82,2024
29-1080,Podiatrists,9520,163960.0,152800.0,78.83,2024
29-1081,Podiatrists,9520,163960.0,152800.0,78.83,2024
29-1120,Therapists,777300,95220.0,95010.0,45.78,2024
29-1122,Occupational Therapists,152280,98240.0,98340.0,47.23,2024
29-1123,Physical Therapists,248630,102400.0,101020.0,49.23,2024
29-1124,Radiation Therapists,18700,110820.0,101990.0,53.28,2024
29-1125,Recreational Therapists,15060,65350.0,60280.0,31.42,2024
29-1126,Respiratory Therapists,136420,84260.0,80450.0,40.51,2024
29-1127,Speech-Language Pathologists,178790,95840.0,95410.0,46.08,2024
29-1128,Exercise Physiologists,8110,59620.0,58160.0,28.66,2024
29-1129,"Therapists, All Other",19320,73800.0,65010.0,35.48,2024
29-1130,Veterinarians,80630,140270.0,125510.0,67.44,2024
29-1131,Veterinarians,80630,140270.0,125510.0,67.44,2024
29-1140,Registered Nurses,3282010,98430.0,93600.0,47.32,2024
29-1141,Registered Nurses,3282010,98430.0,93600.0,47.32,2024
29-1150,Nurse Anesthetists,50350,231700.0,223210.0,111.39,2024
29-1151,Nurse Anesthetists,50350,231700.0,223210.0,111.39,2024
29-1160,Nurse Midwives,8280,128110.0,128790.0,61.59,2024
29-1161,Nurse Midwives,8280,128110.0,128790.0,61.59,2024
29-1170,Nurse Practitioners,307390,132000.0,129210.0,63.46,2024
29-1171,Nurse Practitioners,307390,132000.0,129210.0,63.46,2024
29-1180,Audiologists,14730,95320.0,92120.0,45.83,2024
29-1181,Audiologists,14730,95320.0,92120.0,45.83,2024
29-1210,Physicians,727050,272320.0,,130.92,2024
29-1211,Anesthesiologists,41890,336640.0,,161.85,2024
29-1212,Cardiologists,18020,432490.0,,207.93,2024
29-1213,Dermatologists,10080,347810.0,,167.22,2024
29-1214,Emergency Medicine Physicians,33680,320700.0,,154.19,2024
29-1215,Family Medicine Physicians,107950,256830.0,238380.0,123.47,2024
29-1216,General Internal Medicine Physicians,66640,262710.0,236350.0,126.31,2024
29-1217,Neurologists,7700,286310.0,,137.65,2024
29-1218,Obstetricians and Gynecologists,19900,281130.0,,135.16,2024
29-1221,"Pediatricians, General",42960,222340.0,210130.0,106.89,2024
29-1222,"Physicians, Pathologists",11800,266020.0,,127.89,2024
29-1223,Psychiatrists,24800,269120.0,,129.39,2024
29-1224,Radiologists,26290,359820.0,,172.99,2024
29-1229,"Physicians, All Other",315360,253470.0,,121.86,2024
29-1240,Surgeons,51400,354760.0,,170.56,2024
29-1241,"Ophthalmologists, Except Pediatric",12110,301500.0,,144.95,2024
29-1242,"Orthopedic Surgeons, Except Pediatric",14160,365060.0,,175.51,2024
29-1243,Pediatric Surgeons,1050,450810.0,,216.74,2024
29-1249,"Surgeons, All Other",24080,371280.0,,178.5,2024
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,258380,97910.0,94920.0,47.07,2024
29-1291,Acupuncturists,8440,89750.0,78140.0,43.15,2024
29-1292,Dental Hygienists,219070,93890.0,94260.0,45.14,2024
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",30870,128680.0,113730.0,61.86,2024
29-2000,Health Technologists and Technicians,3124620,59310.0,54270.0,28.51,2024
29-2010,Clinical Laboratory Technologists and Technicians,343040,65320.0,61890.0,31.41,2024
29-2010,Clinical Laboratory Technologists and Technicians,343040,65320.0,61890.0,31.41,2024
29-2030,Diagnostic Related Technologists and Technicians,433560,83760.0,80660.0,40.27,2024
29-2031,Cardiovascular Technologists and Technicians,61180,72890.0,67260.0,35.04,2024
29-2032,Diagnostic Medical Sonographers,86460,92550.0,89340.0,44.49,2024
29-2033,Nuclear Medicine Technologists,16960,99690.0,97020.0,47.93,2024
29-2034,Radiologic Technologists and Technicians,223460,79760.0,77660.0,38.35,2024
29-2035,Magnetic Resonance Imaging Technologists,41530,91020.0,88180.0,43.76,2024
29-2036,Medical Dosimetrists,3970,141420.0,138110.0,67.99,2024
29-2040,Emergency Medical Technicians and Paramedics,277520,50460.0,46350.0,24.26,2024
29-2042,Emergency Medical Technicians,177980,44790.0,41340.0,21.54,2024
29-2043,Paramedics,99530,60610.0,58410.0,29.14,2024
29-2050,Health Practitioner Support Technologists and Technicians,975890,47370.0,45010.0,22.77,2024
29-2051,Dietetic Technicians,29950,39560.0,37040.0,19.02,2024
29-2052,Pharmacy Technicians,487920,44800.0,43460.0,21.54,2024
29-2053,Psychiatric Technicians,136300,45000.0,42590.0,21.64,2024
29-2055,Surgical Technologists,113890,65810.0,62830.0,31.64,2024
29-2056,Veterinary Technologists and Technicians,131320,46280.0,45980.0,22.25,2024
29-2057,Ophthalmic Medical Technicians,76520,45360.0,44080.0,21.81,2024
29-2060,Licensed Practical and Licensed Vocational Nurses,632430,64150.0,62340.0,30.84,2024
29-2061,Licensed Practical and Licensed Vocational Nurses,632430,64150.0,62340.0,30.84,2024
29-2070,Medical Records Specialists,187910,55970.0,50250.0,26.91,2024
29-2072,Medical Records Specialists,187910,55970.0,50250.0,26.91,2024
29-2080,"Opticians, Dispensing",79690,49970.0,46560.0,24.02,2024
29-2081,"Opticians, Dispensing",79690,49970.0,46560.0,24.02,2024
29-2090,Miscellaneous Health Technologists and Technicians,194570,58050.0,49600.0,27.91,2024
29-2091,Orthotists and Prosthetists,9930,81330.0,78310.0,39.1,2024
29-2092,Hearing Aid Specialists,10580,63930.0,61560.0,30.74,2024
29-2099,"Health Technologists and Technicians, All Other",174060,56370.0,48790.0,27.1,2024
29-9000,Other Healthcare Practitioners and Technical Occupations,129910,70950.0,62820.0,34.11,2024
29-9020,Health Information Technologists and Medical Registrars,37620,73410.0,67310.0,35.3,2024
29-9021,Health Information Technologists and Medical Registrars,37620,73410.0,67310.0,35.3,2024
29-9090,Miscellaneous Health Practitioners and Technical Workers,92290,69940.0,61890.0,33.63,2024
29-9091,Athletic Trainers,28950,63960.0,60250.0,,2024
29-9092,Genetic Counselors,3510,102890.0,98910.0,49.47,2024
29-9093,Surgical Assistants,22860,67190.0,60290.0,32.3,2024
29-9099,"Healthcare Practitioners and Technical Workers, All Other",36970,73200.0,64030.0,35.19,2024
31-0000,Healthcare Support Occupations,7448010,39650.0,37180.0,19.06,2024
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",5464490,36690.0,35940.0,17.64,2024
31-1120,Home Health and Personal Care Aides,3988140,34990.0,34900.0,16.82,2024
31-1120,Home Health and Personal Care Aides,3988140,34990.0,34900.0,16.82,2024
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",1476350,41290.0,39470.0,19.85,2024
31-1131,Nursing Assistants,1388430,41270.0,39530.0,19.84,2024
31-1132,Orderlies,53020,40070.0,37700.0,19.27,2024
31-1133,Psychiatric Aides,34900,43610.0,41590.0,20.97,2024
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,204940,60070.0,61730.0,28.88,2024
31-2010,Occupational Therapy Assistants and Aides,52910,66020.0,66050.0,31.74,2024
31-2011,Occupational Therapy Assistants,47910,68540.0,68340.0,32.95,2024
31-2012,Occupational Therapy Aides,5000,41850.0,37370.0,20.12,2024
31-2020,Physical Therapist Assistants and Aides,152020,57990.0,60050.0,27.88,2024
31-2021,Physical Therapist Assistants,108010,67160.0,65510.0,32.29,2024
31-2022,Physical Therapist Aides,44010,35510.0,34520.0,17.07,2024
31-9000,Other Healthcare Support Occupations,1778580,46380.0,45000.0,22.3,2024
31-9010,Massage Therapists,96040,63430.0,57950.0,30.5,2024
31-9011,Massage Therapists,96040,63430.0,57950.0,30.5,2024
31-9090,Miscellaneous Healthcare Support Occupations,1682540,45410.0,44720.0,21.83,2024
31-9091,Dental Assistants,375430,48860.0,47300.0,23.49,2024
31-9092,Medical Assistants,793460,44720.0,44200.0,21.5,2024
31-9093,Medical Equipment Preparers,72760,48990.0,46490.0,23.56,2024
31-9094,Medical Transcriptionists,43070,39210.0,37550.0,18.85,2024
31-9095,Pharmacy Aides,41100,40290.0,37000.0,19.37,2024
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,114190,38990.0,37320.0,18.74,2024
31-9097,Phlebotomists,138880,44390.0,43660.0,21.34,2024
31-9099,"Healthcare Support Workers, All Other",103650,48760.0,46050.0,23.44,2024
33-0000,Protective Service Occupations,3654910,61000.0,50580.0,29.33,2024
33-1000,Supervisors of Protective Service Workers,390970,93120.0,87050.0,44.77,2024
33-1010,First-Line Supervisors of Law Enforcement Workers,206520,103570.0,99130.0,49.79,2024
33-1011,First-Line Supervisors of Correctional Officers,53390,82260.0,76310.0,39.55,2024
33-1012,First-Line Supervisors of Police and Detectives,153130,110990.0,105980.0,53.36,2024
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,93680,97030.0,92430.0,46.65,2024
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,93680,97030.0,92430.0,46.65,2024
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",90770,65320.0,60190.0,31.4,2024
33-1091,First-Line Supervisors of Security Workers,70310,62990.0,58610.0,30.28,2024
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",20460,73320.0,74960.0,35.25,2024
33-2000,Firefighting and Prevention Workers,349070,64820.0,59870.0,31.16,2024
33-2010,Firefighters,332240,63890.0,59530.0,30.72,2024
33-2011,Firefighters,332240,63890.0,59530.0,30.72,2024
33-2020,Fire Inspectors,16830,83210.0,75480.0,40.01,2024
33-2021,Fire Inspectors and Investigators,14050,87440.0,78060.0,42.04,2024
33-2022,Forest Fire Inspectors and Prevention Specialists,2780,61820.0,52380.0,29.72,2024
33-3000,Law Enforcement Workers,1177270,75550.0,70530.0,36.32,2024
33-3010,"Bailiffs, Correctional Officers, and Jailers",382300,62730.0,57950.0,30.16,2024
33-3011,Bailiffs,16910,62180.0,57050.0,29.89,2024
33-3012,Correctional Officers and Jailers,365380,62760.0,57970.0,30.17,2024
33-3020,Detectives and Criminal Investigators,110790,98770.0,93580.0,47.48,2024
33-3021,Detectives and Criminal Investigators,110790,98770.0,93580.0,47.48,2024
33-3030,Fish and Game Wardens,6420,67990.0,68180.0,32.69,2024
33-3031,Fish and Game Wardens,6420,67990.0,68180.0,32.69,2024
33-3040,Parking Enforcement Workers,7770,51840.0,47150.0,24.92,2024
33-3041,Parking Enforcement Workers,7770,51840.0,47150.0,24.92,2024
33-3050,Police Officers,669990,79380.0,76300.0,38.16,2024
33-3051,Police and Sheriff's Patrol Officers,666990,79320.0,76290.0,38.14,2024
33-3052,Transit and Railroad Police,3000,91820.0,82320.0,44.14,2024
33-9000,Other Protective Service Workers,1737600,43140.0,38230.0,20.74,2024
33-9010,Animal Control Workers,11790,49240.0,45830.0,23.67,2024
33-9011,Animal Control Workers,11790,49240.0,45830.0,23.67,2024
33-9020,Private Detectives and Investigators,38700,61680.0,52370.0,29.65,2024
33-9021,Private Detectives and Investigators,38700,61680.0,52370.0,29.65,2024
33-9030,Security Guards and Gambling Surveillance Officers,1251760,42920.0,38390.0,20.64,2024
33-9031,Gambling Surveillance Officers and Gambling Investigators,10000,46710.0,43900.0,22.46,2024
33-9032,Security Guards,1241770,42890.0,38370.0,20.62,2024
33-9090,Miscellaneous Protective Service Workers,435360,41960.0,37120.0,20.18,2024
33-9091,Crossing Guards and Flaggers,90180,42910.0,37700.0,20.63,2024
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",143590,34700.0,33720.0,16.68,2024
33-9093,Transportation Security Screeners,46340,61840.0,63360.0,29.73,2024
33-9094,School Bus Monitors,72140,35270.0,34980.0,16.96,2024
33-9099,"Protective Service Workers, All Other",83110,48210.0,41600.0,23.18,2024
35-0000,Food Preparation and Serving Related Occupations,13613490,36020.0,34130.0,17.32,2024
35-1000,Supervisors of Food Preparation and Serving Workers,1369780,47540.0,44140.0,22.85,2024
35-1010,Supervisors of Food Preparation and Serving Workers,1369780,47540.0,44140.0,22.85,2024
35-1011,Chefs and Head Cooks,182320,64720.0,60990.0,31.11,2024
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1187460,44900.0,42010.0,21.59,2024
35-2000,Cooks and Food Preparation Workers,3632290,35460.0,35450.0,17.05,2024
35-2010,Cooks,2743520,35950.0,35760.0,17.28,2024
35-2011,"Cooks, Fast Food",668230,31140.0,30160.0,14.97,2024
35-2012,"Cooks, Institution and Cafeteria",448260,37310.0,36450.0,17.94,2024
35-2013,"Cooks, Private Household",900,51290.0,44530.0,24.66,2024
35-2014,"Cooks, Restaurant",1452130,37730.0,36830.0,18.14,2024
35-2015,"Cooks, Short Order",150420,35660.0,35620.0,17.14,2024
35-2019,"Cooks, All Other",23590,38000.0,36210.0,18.27,2024
35-2020,Food Preparation Workers,888770,33940.0,34220.0,16.32,2024
35-2021,Food Preparation Workers,888770,33940.0,34220.0,16.32,2024
35-3000,Food and Beverage Serving Workers,7101010,34650.0,31470.0,16.66,2024
35-3010,Bartenders,745610,39880.0,33530.0,19.17,2024
35-3011,Bartenders,745610,39880.0,33530.0,19.17,2024
35-3020,Fast Food and Counter Workers,3780930,31350.0,30480.0,15.07,2024
35-3023,Fast Food and Counter Workers,3780930,31350.0,30480.0,15.07,2024
35-3030,Waiters and Waitresses,2302690,38360.0,33760.0,18.44,2024
35-3031,Waiters and Waitresses,2302690,38360.0,33760.0,18.44,2024
35-3040,"Food Servers, Nonrestaurant",271780,35030.0,34460.0,16.84,2024
35-3041,"Food Servers, Nonrestaurant",271780,35030.0,34460.0,16.84,2024
35-9000,Other Food Preparation and Serving Related Workers,1510410,33380.0,32680.0,16.05,2024
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,522010,34190.0,32670.0,16.44,2024
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,522010,34190.0,32670.0,16.44,2024
35-9020,Dishwashers,471670,33220.0,33670.0,15.97,2024
35-9021,Dishwashers,471670,33220.0,33670.0,15.97,2024
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150,32030.0,30380.0,15.4,2024
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150,32030.0,30380.0,15.4,2024
35-9090,Miscellaneous Food Preparation and Serving Related Workers,89580,35990.0,34830.0,17.3,2024
35-9099,"Food Preparation and Serving Related Workers, All Other",89580,35990.0,34830.0,17.3,2024
37-0000,Building and Grounds Cleaning and Maintenance Occupations,4496150,39540.0,36790.0,19.01,2024
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,298790,54580.0,49990.0,26.24,2024
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,298790,54580.0,49990.0,26.24,2024
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,174660,51170.0,47520.0,24.6,2024
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",124130,59380.0,56170.0,28.55,2024
37-2000,Building Cleaning and Pest Control Workers,3167290,37400.0,35750.0,17.98,2024
37-2010,Building Cleaning Workers,3071180,37140.0,35630.0,17.86,2024
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2199900,37460.0,35930.0,18.01,2024
37-2012,Maids and Housekeeping Cleaners,854910,36180.0,34660.0,17.39,2024
37-2019,"Building Cleaning Workers, All Other",16370,44150.0,42360.0,21.23,2024
37-2020,Pest Control Workers,96110,45800.0,44730.0,22.02,2024
37-2021,Pest Control Workers,96110,45800.0,44730.0,22.02,2024
37-3000,Grounds Maintenance Workers,1030070,41750.0,38470.0,20.07,2024
37-3010,Grounds Maintenance Workers,1030070,41750.0,38470.0,20.07,2024
37-3011,Landscaping and Groundskeeping Workers,943430,40880.0,38090.0,19.66,2024
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25200,45960.0,45200.0,22.1,2024
37-3013,Tree Trimmers and Pruners,47870,54970.0,50430.0,26.43,2024
37-3019,"Grounds Maintenance Workers, All Other",13580,47180.0,43410.0,22.68,2024
39-0000,Personal Care and Service Occupations,3159940,39410.0,35110.0,18.95,2024
39-1000,Supervisors of Personal Care and Service Workers,225420,52440.0,48050.0,25.21,2024
39-1010,First-Line Supervisors of Entertainment and Recreation Workers,118360,53820.0,49100.0,25.87,2024
39-1013,First-Line Supervisors of Gambling Services Workers,25530,62600.0,61590.0,30.1,2024
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",92830,51400.0,46900.0,24.71,2024
39-1020,First-Line Supervisors of Personal Service Workers,107060,50920.0,47080.0,24.48,2024
39-1022,First-Line Supervisors of Personal Service Workers,107060,50920.0,47080.0,24.48,2024
39-2000,Animal Care and Service Workers,297420,35490.0,33860.0,17.06,2024
39-2010,Animal Trainers,20110,45780.0,38750.0,22.01,2024
39-2011,Animal Trainers,20110,45780.0,38750.0,22.01,2024
39-2020,Animal Caretakers,277300,34750.0,33470.0,16.71,2024
39-2021,Animal Caretakers,277300,34750.0,33470.0,16.71,2024
