anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
"maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",20.0,41-2031.00,696.0,"Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",Core,Retail Salespersons,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers.",exact,100.0,2,2.0,63.45,4.48,99.21,4.A.2.b.3.I01.D23,Review laws or regulations to maintain professional knowledge.,4.A.2.b.3.I01,0.4064417177914111,0.4745484400656815,0.503916449086162,0.5041782729805014,41-2031,41-2031,Retail Salespersons,3800250.0,17.86,37150.0,16.62,34580.0,12.31,14.01,18.2,23.05,25600.0,29140.0,37850.0,47930.0
"receive and post weather information and flight plan data, such as air routes and arrival and departure times.",20.0,53-2022.00,10624.0,"Receive and post weather information and flight plan data, such as air routes or arrival and departure times.",Supplemental,Airfield Operations Specialists,"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information.",fuzzy,97.67441860465117,3,6.0,50.86,3.66,40.45,4.A.4.a.2.I03.D06,Communicate with others to coordinate vehicle movement.,4.A.4.a.2.I03,0.4739263803680981,0.5878489326765188,0.6031331592689295,0.6357938718662954,53-2022,53-2022,Airfield Operations Specialists,16640.0,32.27,67120.0,27.28,56750.0,16.92,19.82,37.66,53.38,35200.0,41220.0,78320.0,111030.0
"develop training materials and procedures, or train users in the proper use of hardware or software.",20.0,15-1232.00,1290.0,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Core,Computer User Support Specialists,"Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.",exact,100.0,3,6.0,47.32,3.3,100.0,4.A.4.b.3.I05.D03; 4.A.4.b.3.I05.D04,Teach others to use computer equipment or hardware.; Train others in computer interface or software use.,4.A.4.b.3.I05,0.598159509202454,0.4400656814449918,0.4986945169712794,0.573816155988858,15-1232,15-1232,Computer User Support Specialists,697210.0,31.25,64990.0,29.01,60340.0,18.65,22.87,37.02,47.12,38780.0,47580.0,77010.0,98010.0
"determine a published or broadcasted story's emphasis, length, and format and organize material accordingly.",20.0,27-3023.00,22640.0,"Determine a published or broadcasted story's emphasis, length, and format, organizing material accordingly.",Core,"News Analysts, Reporters, and Journalists","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",fuzzy,96.11650485436894,4,,,3.95,100.0,4.A.2.b.2.I22.D02,Determine presentation subjects or content.,4.A.2.b.2.I22,0.6763803680981596,0.4696223316912973,0.1723237597911227,0.4477715877437327,27-3023,27-3023,"News Analysts, Reporters, and Journalists",41550.0,50.98,106030.0,28.98,60280.0,16.63,19.43,46.86,78.09,34590.0,40420.0,97460.0,162430.0
provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.,20.0,19-3033.00,22187.0,Provide psychological or administrative services and advice to private firms or community agencies regarding mental health programs or individual cases.,Supplemental,Clinical and Counseling Psychologists,"Assess, diagnose, and treat mental and emotional disorders of individuals through observation, interview, and psychological tests. Help individuals with distress or maladjustment understand their problems through their knowledge of case history, interviews with patients, and theory. Provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment. May design behavior modification programs and consult with medical personnel regarding the best treatment for patients.",fuzzy,98.34983498349835,5,12.0,48.0,2.86,84.0,4.A.4.b.6.I06.D05,Advise others on healthcare matters.,4.A.4.b.6.I06,0.726993865030675,0.6748768472906405,0.0678851174934725,0.502089136490251,19-3033,19-3033,Clinical and Counseling Psychologists,72190.0,51.37,106850.0,46.07,95830.0,24.26,32.44,63.23,81.8,50470.0,67470.0,131510.0,170150.0
research or investigate products to be presented to prepare for demonstrations.,20.0,41-9011.00,13206.0,Research or investigate products to be presented to prepare for demonstrations.,Core,Demonstrators and Product Promoters,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.,exact,100.0,2,2.0,64.35,4.33,71.56,4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.,4.A.2.b.3.I01,0.4493865030674845,0.5123152709359607,0.402088772845953,0.4853760445682452,41-9011,41-9011,Demonstrators and Product Promoters,64770.0,21.03,43730.0,18.25,37960.0,14.86,16.28,24.09,29.0,30910.0,33860.0,50100.0,60320.0
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",20.0,11-9032.00,5233.0,"Collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",Supplemental,"Education Administrators, Kindergarten through Secondary","Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools.",exact,100.0,5,9.0,43.56,3.24,58.96,4.A.1.a.1.I14.D04; 4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.; Conduct opinion surveys or needs assessments.,4.A.1.a.1.I14; 4.A.2.a.4.I07,0.8236196319018407,0.9343185550082104,0.216710182767624,0.7353760445682452,11-9032,11-9032,"Education Administrators, Kindergarten through Secondary",319630.0,,113360.0,,104070.0,,,,,72400.0,83840.0,132550.0,165820.0
investigate illegal or suspicious activities.,20.0,33-3051.00,23055.0,Investigate illegal or suspicious activities.,Core,Police and Sheriff's Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",exact,100.0,3,2.0,40.4,4.43,96.8,4.A.1.a.1.I03.D07,Investigate illegal or suspicious activities.,4.A.1.a.1.I03,0.5828220858895706,0.7290640394088672,0.4699738903394255,0.6740947075208916,33-3051,33-3051,Police and Sheriff's Patrol Officers,666990.0,38.14,79320.0,36.68,76290.0,22.9,28.36,46.73,55.42,47640.0,58980.0,97190.0,115280.0
"revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",20.0,27-3043.00,22668.0,"Revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",Core,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",exact,100.0,4,6.0,46.95,,,4.A.2.b.1.I07.D01,Edit written materials.,4.A.2.b.1.I07,0.4248466257668712,0.5418719211822661,0.0052219321148825,0.2750696378830085,27-3043,27-3043,Writers and Authors,47800.0,41.24,85780.0,34.75,72270.0,19.75,25.43,47.27,64.27,41080.0,52890.0,98320.0,133680.0
contact clients periodically to determine any changes in their financial status.,20.0,13-2052.00,12915.0,Contact clients periodically to determine any changes in their financial status.,Core,Personal Financial Advisors,"Advise clients on financial plans using knowledge of tax and investment strategies, securities, insurance, pension plans, and real estate. Duties include assessing clients' assets, liabilities, cash flow, insurance coverage, tax status, and financial objectives. May also buy and sell financial assets for clients.",exact,100.0,4,6.0,57.69,4.12,96.15,4.A.4.a.1.I04.D01,Educate clients on financial planning topics.,4.A.4.a.1.I04,0.7500000000000001,0.6748768472906405,0.0,0.4763231197771589,13-2052,13-2052,Personal Financial Advisors,270480.0,77.02,160210.0,49.11,102140.0,24.03,33.95,82.95,,49990.0,70620.0,172540.0,
design and validate clinical databases including designing or testing logic checks.,20.0,15-2051.02,16281.0,"Design and validate clinical databases, including designing or testing logic checks.",Core,Clinical Data Managers,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",exact,100.0,4,6.0,85.0,4.5,100.0,4.A.2.a.2.I01.D06; 4.A.2.b.2.I06.D04,Create databases to store electronic data.; Evaluate data quality.,4.A.2.a.2.I01; 4.A.2.b.2.I06,0.6319018404907975,0.5582922824302134,0.0809399477806788,0.4164345403899721,15-2051,15-2051,Data Scientists,233440.0,59.9,124590.0,54.13,112590.0,30.6,39.73,74.91,93.47,63650.0,82630.0,155810.0,194410.0
"consult with other health professionals to provide optimal patient care, referring patients to traditional health care professionals as necessary.",20.0,29-1299.01,18420.0,"Consult with other health professionals to provide optimal patient care, referring patients to traditional health care professionals as necessary.",Core,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",exact,100.0,5,11.0,96.0,4.36,100.0,4.A.4.a.2.I05.D05; 4.A.4.a.5.I01.D02,Collaborate with healthcare professionals to plan or provide treatment.; Refer patients to other healthcare practitioners or health resources.,4.A.4.a.2.I05; 4.A.4.a.5.I01,0.7331288343558284,0.5697865353037768,0.1984334203655352,0.5299442896935935,29-1299,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",30870.0,61.86,128680.0,54.68,113730.0,31.35,40.07,77.57,93.27,65210.0,83350.0,161350.0,194000.0
advise customers on use and care of merchandise.,20.0,41-2021.00,692.0,Advise customers on use and care of merchandise.,Core,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.",exact,100.0,2,2.0,55.86,4.39,82.95,4.A.4.b.6.I02.D03,Advise customers on the use of products or services.,4.A.4.b.6.I02,0.460122699386503,0.3727422003284074,0.422976501305483,0.4422005571030641,41-2021,41-2021,Counter and Rental Clerks,398620.0,21.01,43700.0,18.53,38540.0,13.74,16.44,23.22,29.82,28580.0,34200.0,48290.0,62030.0
gather all relevant material for bid processes and coordinate bidding and contract approval.,20.0,41-3011.00,4596.0,"Gather all relevant material for bid processes, and coordinate bidding and contract approval.",Core,Advertising Sales Agents,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces.",exact,100.0,4,6.0,51.85,4.02,76.56,4.A.3.b.6.I07.D01; 4.A.4.a.7.I02.D01,Develop proposals for current or prospective customers.; Negotiate sales or lease agreements for products or services.,4.A.3.b.6.I07; 4.A.4.a.7.I02,0.6303680981595091,0.5533661740558292,0.1122715404699738,0.4303621169916436,41-3011,41-3011,Advertising Sales Agents,97470.0,36.71,76350.0,29.55,61460.0,16.09,21.63,43.96,64.2,33480.0,44980.0,91430.0,133540.0
"monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",20.0,13-1081.02,15882.0,"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",Core,Logistics Analysts,"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing.",exact,100.0,4,6.0,63.64,3.38,95.45,4.A.2.a.4.I02.D02,Analyze industry trends.,4.A.2.a.4.I02,0.7453987730061349,0.5977011494252874,0.2506527415143603,0.5752089136490252,13-1081,13-1081,Logisticians,235640.0,42.12,87600.0,38.89,80880.0,23.68,30.25,50.16,63.51,49260.0,62920.0,104330.0,132110.0
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,20.0,11-3121.00,988.0,Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,Core,Human Resources Managers,"Plan, direct, or coordinate human resources activities and staff of an organization.",exact,100.0,4,6.0,73.91,4.61,95.83,4.A.2.a.4.I07.D12; 4.A.4.c.2.I02.D02,Administer compensation or benefits programs.; Analyze data to inform operational decisions or activities.,4.A.2.a.4.I07; 4.A.4.c.2.I02,0.7009202453987731,0.911330049261084,0.1409921671018277,0.6295264623955433,11-3121,11-3121,Human Resources Managers,215520.0,77.15,160480.0,67.32,140030.0,40.28,50.76,91.33,,83790.0,105590.0,189960.0,
"decide which images to include, looking for differences between healthy and pathological areas.",20.0,29-2032.00,431.0,"Decide which images to include, looking for differences between healthy and pathological areas.",Core,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,exact,100.0,3,5.0,47.13,4.82,99.8,4.A.3.a.3.I04.D02,Create advanced digital images of patients using computer imaging systems.,4.A.3.a.3.I04,0.5184049079754602,0.523809523809524,0.6919060052219321,0.6761838440111424,29-2032,29-2032,Diagnostic Medical Sonographers,86460.0,44.49,92550.0,42.95,89340.0,31.13,37.54,49.82,59.22,64760.0,78080.0,103630.0,123170.0
identify or separate waste products or materials for recycling or reuse.,20.0,47-4041.00,19870.0,Identify or separate waste products or materials for recycling or reuse.,Supplemental,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",exact,100.0,3,1.0,26.03,4.01,64.72,4.A.3.a.2.I13.D04,Prepare hazardous waste for processing or disposal.,4.A.3.a.2.I13,0.4739263803680981,0.5205254515599343,0.5535248041775457,0.5807799442896938,47-4041,47-4041,Hazardous Materials Removal Workers,50570.0,26.8,55740.0,23.31,48490.0,17.95,20.53,29.88,39.65,37330.0,42710.0,62150.0,82480.0
operate data capture technology to import digitized documents into document management system.,20.0,15-1299.03,16236.0,Operate data capture technology to import digitized documents into document management system.,Core,Document Management Specialists,"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.",exact,100.0,4,6.0,60.0,3.53,75.0,4.A.2.b.4.I03.D16,Develop procedures for data entry or processing.,4.A.2.b.4.I03,0.602760736196319,0.5993431855500821,0.1984334203655352,0.4832869080779944,15-1299,15-1299,"Computer Occupations, All Other",439380.0,56.11,116700.0,52.39,108970.0,25.31,36.71,70.93,85.0,52650.0,76360.0,147530.0,176800.0
write reports or prepare presentations to communicate fundraising program data.,20.0,13-1131.00,18932.0,Write reports or prepare presentations to communicate fundraising program data.,Core,Fundraisers,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",exact,100.0,4,6.0,90.48,3.67,90.48,4.A.3.b.6.I01.D02,"Prepare financial documents, reports, or budgets.",4.A.3.b.6.I01,0.8128834355828223,0.7553366174055831,0.1383812010443864,0.6128133704735379,13-1131,13-1131,Fundraisers,105930.0,35.16,73130.0,31.97,66490.0,20.77,25.28,41.0,51.42,43200.0,52590.0,85280.0,106960.0
"plan and promote career and employment-related programs and events, such as career planning presentations, work-experience programs, job fairs, and career workshops.",20.0,21-1012.00,18631.0,"Plan and promote career and employment-related programs and events, such as career planning presentations, work experience programs, job fairs, and career workshops.",Core,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,fuzzy,99.6845425867508,5,6.0,56.31,3.72,67.15,4.A.2.b.2.I17.D01; 4.A.4.a.3.I02.D09,Plan programs to address community mental wellness needs.; Present social services program information to the public.,4.A.2.b.2.I17; 4.A.4.a.3.I02,0.6671779141104295,0.6633825944170773,0.1331592689295039,0.5048746518105852,21-1012,21-1012,"Educational, Guidance, and Career Counselors and Advisors",342350.0,34.38,71520.0,31.32,65140.0,20.95,24.85,40.14,50.9,43580.0,51690.0,83490.0,105870.0
verify and examine information and accuracy of loan application and closing documents.,20.0,43-4131.00,11291.0,Verify and examine information and accuracy of loan application and closing documents.,Core,Loan Interviewers and Clerks,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",exact,100.0,3,2.0,42.85,4.63,99.68,4.A.2.a.2.I01.D09,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01,0.6180981595092024,0.4121510673234811,0.2532637075718015,0.4401114206128133,43-4131,43-4131,Loan Interviewers and Clerks,173100.0,24.54,51050.0,23.53,48950.0,17.48,20.54,28.61,31.69,36360.0,42720.0,59520.0,65910.0
determine customers' financial services needs and prepare proposals to sell services that address these needs.,20.0,41-3031.00,23201.0,Determine customers' financial services needs and prepare proposals to sell services that address these needs.,Core,"Securities, Commodities, and Financial Services Sales Agents","Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions.",exact,100.0,4,6.0,55.3,4.15,100.0,4.A.1.a.1.I14.D02; 4.A.3.b.6.I07.D01,Develop proposals for current or prospective customers.; Gather customer or product information to determine customer needs.,4.A.1.a.1.I14; 4.A.3.b.6.I07,0.5966257668711658,0.5484400656814452,0.1279373368146214,0.4213091922005573,41-3031,41-3031,"Securities, Commodities, and Financial Services Sales Agents",472300.0,53.08,110400.0,37.57,78140.0,22.63,24.81,62.25,103.47,47080.0,51600.0,129480.0,215210.0
test software systems or applications for software enhancements or new products.,20.0,15-1243.01,16116.0,Test software systems or applications for software enhancements or new products.,Core,Data Warehousing Specialists,"Design, model, or implement corporate data warehousing activities. Program and configure warehouses of database information and provide support to warehouse users.",exact,100.0,4,6.0,78.26,3.15,86.96,4.A.1.b.2.I08.D03,Test software performance.,4.A.1.b.2.I08,0.8174846625766872,0.4105090311986864,0.1148825065274151,0.4561281337047356,15-1243,15-1243,Database Architects,64770.0,68.57,142620.0,65.37,135980.0,39.24,51.88,81.48,100.96,81630.0,107900.0,169480.0,209990.0
"define and analyze objectives, scope, issues, or organizational impact of information systems.",20.0,15-1299.08,14681.0,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Core,Computer Systems Engineers/Architects,"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",exact,100.0,3,3.0,40.91,3.62,95.45,4.A.2.b.2.I27.D02,Develop organizational goals or objectives.,4.A.2.b.2.I27,0.6134969325153374,0.4482758620689655,0.3812010443864229,0.5215877437325906,15-1299,15-1299,"Computer Occupations, All Other",439380.0,56.11,116700.0,52.39,108970.0,25.31,36.71,70.93,85.0,52650.0,76360.0,147530.0,176800.0
document patients' medical histories and assessment findings.,20.0,29-1141.03,18341.0,Document patients' medical histories and assessment findings.,Core,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,exact,100.0,4,6.0,50.0,4.54,100.0,4.A.3.b.6.I11.D04,Record patient medical histories.,4.A.3.b.6.I11,0.6395705521472393,0.6830870279146141,0.6057441253263707,0.7527855153203344,29-1141,29-1141,Registered Nurses,3282010.0,47.32,98430.0,45.0,93600.0,31.75,37.79,51.9,65.06,66030.0,78610.0,107960.0,135320.0
test connections to ensure that power supplies are adequate and that communications links function.,20.0,49-2022.00,11664.0,Test connections to ensure that power supplies are adequate and that communications links function.,Core,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",exact,100.0,3,2.0,43.06,4.13,92.23,4.A.1.b.2.I12.D01,Test communications equipment to ensure proper functioning.,4.A.1.b.2.I12,0.5598159509202454,0.3333333333333334,0.4699738903394255,0.4958217270194989,49-2022,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.0,32.04,66650.0,30.11,62630.0,20.41,24.32,38.48,45.66,42440.0,50580.0,80040.0,94970.0
"evaluate information from documents such as claim applications, birth or death certificates, or physician or employer records.",20.0,23-1022.00,13003.0,"Evaluate information from documents, such as claim applications, birth or death certificates, or physician or employer records.",Core,"Arbitrators, Mediators, and Conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.,exact,100.0,5,10.0,36.84,3.88,90.0,4.A.1.a.1.I05.D01,Evaluate information related to legal matters in public or personal records.,4.A.1.a.1.I05,0.7423312883435583,0.3037766830870279,0.093994778067885,0.365598885793872,23-1022,23-1022,"Arbitrators, Mediators, and Conciliators",7860.0,43.83,91170.0,32.55,67710.0,22.21,28.86,48.56,64.18,46200.0,60030.0,101010.0,133480.0
"record information, such as items received and delivered and recipients' responses to messages.",20.0,43-5021.00,7018.0,"Record information, such as items received and delivered and recipients' responses to messages.",Core,Couriers and Messengers,"Pick up and deliver messages, documents, packages, and other items between offices or departments within an establishment or directly to other business concerns, traveling by foot, bicycle, motorcycle, automobile, or public conveyance.",exact,100.0,2,2.0,74.33,4.54,79.06,4.A.3.b.6.I08.D20,Record shipping information.,4.A.3.b.6.I08,0.2254601226993865,0.2151067323481116,0.4281984334203655,0.2715877437325906,43-5021,43-5021,Couriers and Messengers,71920.0,19.26,40060.0,18.43,38340.0,14.37,16.89,21.46,24.32,29880.0,35130.0,44630.0,50590.0
"develop and use multimedia course materials and other current technology, such as online courses.",20.0,25-1066.00,20080.0,"Develop and use multimedia course materials and other current technology, such as online courses.",Core,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",exact,100.0,5,11.0,54.58,3.75,96.74,4.A.3.b.6.I12.D03,Create technology-based learning materials.,4.A.3.b.6.I12,0.72239263803681,0.8144499178981939,0.1879895561357702,0.6232590529247912,25-1066,25-1066,"Psychology Teachers, Postsecondary",41610.0,,93530.0,,80330.0,,,,,47870.0,62290.0,106640.0,158900.0
prepare design presentations and proposals for staff or customers.,20.0,15-1241.00,18981.0,Prepare design presentations and proposals for staff or customers.,Core,Computer Network Architects,"Design and implement computer and information networks, such as local area networks (LAN), wide area networks (WAN), intranets, extranets, and other data communications networks. Perform network modeling, analysis, and planning, including analysis of capacity needs for network infrastructures. May also design network and computer security measures. May research and recommend network and data communications hardware and software.",exact,100.0,4,6.0,55.0,3.11,95.0,4.A.4.a.2.I09.D09,Communicate project information to others.,4.A.4.a.2.I09,0.6395705521472393,0.4367816091954022,0.4073107049608355,0.5424791086350976,15-1241,15-1241,Computer Network Architects,177010.0,65.33,135890.0,62.69,130390.0,38.23,49.1,79.06,95.21,79520.0,102120.0,164440.0,198030.0
prepare reports or presentations to communicate employee satisfaction or related data to management.,20.0,13-1075.00,18888.0,Prepare reports or presentations to communicate employee satisfaction or related data to management.,Supplemental,Labor Relations Specialists,"Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.",exact,100.0,4,6.0,33.33,2.89,47.62,4.A.4.a.3.I03.D02,Present business-related information to audiences.,4.A.4.a.3.I03,0.5736196319018405,0.6239737274220034,0.0887728459530025,0.4220055710306408,13-1075,13-1075,Labor Relations Specialists,64590.0,46.7,97130.0,44.95,93500.0,23.98,32.54,59.18,73.77,49880.0,67670.0,123090.0,153440.0
advise corporations on issues involving corporate image projects or problems.,19.0,27-1021.00,6912.0,Advise corporations on issues involving corporate image projects or problems.,Supplemental,Commercial and Industrial Designers,"Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.",exact,100.0,4,6.0,67.92,1.91,47.27,4.A.2.b.2.I03.D05,Develop promotional strategies or plans.,4.A.2.b.2.I03,0.6503067484662577,0.4761904761904761,0.4490861618798955,0.5863509749303623,27-1021,27-1021,Commercial and Industrial Designers,30250.0,42.31,88000.0,38.2,79450.0,23.74,29.83,49.6,64.83,49390.0,62040.0,103170.0,134840.0
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",19.0,27-1025.00,1736.0,"Advise client on interior design factors, such as space planning, layout and use of furnishings or equipment, and color coordination.",Core,Interior Designers,"Plan, design, and furnish the internal space of rooms or buildings. Design interior environments or create physical layouts that are practical, aesthetic, and conducive to the intended purposes. May specialize in a particular field, style, or phase of interior design.",exact,100.0,4,6.0,84.0,4.52,100.0,,,,0.7377300613496933,0.7602627257799672,0.1853785900783289,0.6058495821727021,27-1025,27-1025,Interior Designers,69580.0,34.34,71430.0,30.52,63490.0,18.5,23.93,38.86,51.01,38480.0,49770.0,80830.0,106090.0
"obtain and process information required for the provision of services, such as opening accounts, savings plans, and purchasing bonds.",19.0,43-3071.00,2571.0,"Obtain and process information required for the provision of services, such as opening accounts, savings plans, and purchasing bonds.",Supplemental,Tellers,Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.,exact,100.0,2,2.0,72.95,4.02,54.5,4.A.1.a.1.I14.D03,Obtain personal or financial information about customers or applicants.,4.A.1.a.1.I14,0.5092024539877301,0.5648604269293926,0.4830287206266319,0.5779944289693596,43-3071,43-3071,Tellers,339340.0,19.68,40940.0,18.91,39340.0,15.04,17.51,21.9,23.21,31270.0,36420.0,45550.0,48270.0
"prepare and distribute leaflets, pamphlets, and visual aids for educational and informational purposes.",19.0,25-9021.00,10978.0,"Prepare and distribute leaflets, pamphlets, and visual aids for educational and informational purposes.",Core,Farm and Home Management Educators,"Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development.",exact,100.0,5,8.0,70.37,3.69,96.3,4.A.3.b.6.I12.D09,Develop instructional materials.,4.A.3.b.6.I12,0.6257668711656442,0.6945812807881774,0.268929503916449,0.5717270194986073,25-9021,25-9021,Farm and Home Management Educators,10260.0,29.07,60470.0,27.94,58120.0,17.68,22.12,33.23,40.98,36780.0,46010.0,69110.0,85230.0
analyze and evaluate robotic systems or prototypes.,19.0,17-2199.08,21058.0,Evaluate robotic systems or prototypes.,Core,Robotics Engineers,"Research, design, develop, or test robotic applications.",fuzzy,86.36363636363636,4,6.0,50.0,3.68,83.33,4.A.2.a.1.I07.D07,Evaluate characteristics of equipment or systems.,4.A.2.a.1.I07,0.8619631901840493,0.535303776683087,0.7650130548302873,0.8760445682451258,17-2199,17-2199,"Engineers, All Other",150750.0,58.52,121720.0,56.61,117750.0,30.21,41.23,73.4,88.22,62840.0,85750.0,152670.0,183510.0
assemble documentation packages and produce drawing sets which are checked by an engineer or an architect.,19.0,17-3012.00,21946.0,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,Core,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",fuzzy,95.14563106796116,3,6.0,40.08,4.34,97.73,4.A.2.b.2.I18.D05; 4.A.3.b.6.I09.D02,Create electrical schematics.; Document technical design details.,4.A.2.b.2.I18; 4.A.3.b.6.I09,0.5092024539877301,0.303776683087028,0.2715404699738903,0.354456824512535,17-3012,17-3012,Electrical and Electronics Drafters,20020.0,37.48,77960.0,35.44,73720.0,23.41,28.27,44.12,52.97,48680.0,58800.0,91780.0,110180.0
